id,timestep,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,odor,velocity_a,acceleration_x,acceleration_y,acceleration_z,acceleration_a,heading_xy,heading_xz,heading_xyz,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_a,angular_acceleration_x,angular_acceleration_y,angular_acceleration_z,angular_acceleration_a,distance_from_wall,trajectory_id
19547677,38,-0.155725,0.0563787,-0.0342494,0.000839224,0.077676,-0.0729169,400.0,0.106542,-1.24554,0.984935,0.28193,1.61275,90.619,90.6594,90.4513,8.46952,8.17579,8.80688,14.7016,-21.9094,38.8372,46.528,64.4453,0.0936213,s20140923_130041_461
19547678,39,-0.155782,0.0571978,-0.0349552,-0.012642,0.0853393,-0.0673881,400.0,0.10947,-1.41505,0.514205,0.74321,1.67903,81.5736,79.3748,83.3685,8.35229,8.9139,9.72154,15.6117,-70.0775,65.5653,111.212,146.894,0.0928022,s20140923_130041_461
19547679,40,-0.155982,0.0580687,-0.0355844,-0.0274618,0.0879601,-0.0580527,400.0,0.108909,-1.47678,0.015255,0.9353,1.74811,72.6612,64.6835,75.3951,7.06797,9.4871,11.0311,16.1755,-191.327,11.5103,122.212,227.32,0.0919313,s20140923_130041_461
19547680,41,-0.156331,0.0589406,-0.0361161,-0.0421775,0.0856444,-0.0486821,400.0,0.107163,-1.40525,-0.437275,0.8552,1.70215,63.781,49.0948,66.8223,4.52576,9.1441,12.1658,15.8778,-267.195,-84.0707,86.4654,293.151,0.0910594,s20140923_130041_461
19547681,42,-0.156821,0.0597678,-0.0365635,-0.0555668,0.0792146,-0.0409487,400.0,0.105069,-1.22695,-0.778125,0.645425,1.58979,54.9514,36.3875,58.0714,1.72407,7.80568,12.7604,15.0576,-289.013,-200.544,11.5013,351.964,0.0902322,s20140923_130041_461
19547682,43,-0.157435,0.0605158,-0.0369436,-0.0667164,0.0700819,-0.0357736,400.0,0.103162,-0.97255,-0.959745,0.30233,1.39942,46.4093,28.2004,49.7054,-1.25451,5.13323,12.3958,13.4752,-271.121,-302.894,-90.2824,416.416,0.0894842,s20140923_130041_461
19547683,44,-0.158146,0.0611664,-0.0372934,-0.0750178,0.0600197,-0.0349021,400.0,0.102216,-0.70667,-0.966585,-0.083805,1.20029,38.6623,24.9502,42.7847,-3.69835,1.74781,10.9548,11.6936,-153.608,-284.141,-189.989,374.737,0.0888336,s20140923_130041_461
19547684,45,-0.158927,0.0617189,-0.037653,-0.0808498,0.0507502,-0.0374497,400.0,0.102541,-0.50518,-0.804525,-0.30671,0.998268,32.1169,24.8536,37.9582,-4.32668,-0.549596,8.59604,9.63919,5.71039,-187.314,-282.978,339.405,0.0882811,s20140923_130041_461
19547685,46,-0.159758,0.0621895,-0.0380458,-0.0851214,0.0439292,-0.0410363,400.0,0.104208,-0.361055,-0.48813,-0.43325,0.74588,27.2972,25.7383,35.2305,-3.58415,-1.99847,5.29522,6.69921,82.9913,-180.252,-359.777,410.874,0.0878105,s20140923_130041_461
19547686,47,-0.160625,0.0626104,-0.0384787,-0.0880709,0.0409876,-0.0461147,400.0,0.107532,-0.208705,-0.07788,-0.666605,0.702841,24.9569,27.637,35.0128,-2.66685,-4.15464,1.4005,5.13171,96.8592,-209.228,-370.447,436.336,0.0873896,s20140923_130041_461
19547687,48,-0.161514,0.0630237,-0.0389787,-0.0892955,0.0423716,-0.0543684,400.0,0.112805,-0.03879,0.33304,-0.91506,0.974554,25.3848,31.3355,37.6655,-1.64696,-6.18303,-2.11371,6.73871,123.492,-114.447,-294.754,339.453,0.0869763,s20140923_130041_461
19547688,49,-0.162406,0.0634708,-0.0395721,-0.0888467,0.0476484,-0.0644159,400.0,0.119639,0.116755,0.66942,-0.94966,1.16774,28.2046,35.943,42.0447,-0.197007,-6.44357,-4.49458,7.85873,172.332,77.7671,-176.848,258.885,0.0865292,s20140923_130041_461
19547689,50,-0.163286,0.0639861,-0.0402633,-0.0869604,0.05576,-0.0733616,400.0,0.126701,0.24143,0.87978,-0.62941,1.10836,32.6685,40.1517,46.6588,1.79969,-4.62769,-5.65066,7.52226,229.807,254.794,-72.3569,350.666,0.0860139,s20140923_130041_461
19547690,51,-0.164141,0.0645906,-0.0410216,-0.0840181,0.065244,-0.0770041,400.0,0.131322,0.323915,0.9471,0.032195,1.00148,37.831,42.5058,50.224,4.39914,-1.3477,-5.94172,7.51484,261.689,324.386,-11.1504,416.932,0.0854094,s20140923_130041_461
19547691,52,-0.164964,0.0652909,-0.041777,-0.0804821,0.074702,-0.0727177,400.0,0.131703,0.388655,0.887105,0.74327,1.22084,42.8669,42.0986,52.3317,7.03346,1.86004,-5.87367,9.35036,191.959,226.981,4.80031,297.307,0.0847091,s20140923_130041_461
19547692,53,-0.165749,0.0660807,-0.042455,-0.076245,0.0829861,-0.0621387,400.0,0.12869,0.483275,0.73779,1.08414,1.39759,47.4242,39.1796,53.6676,8.23832,3.19193,-5.84571,10.5939,-9.47154,14.9976,8.14934,19.5205,0.0839193,s20140923_130041_461
19547693,54,-0.166485,0.0669446,-0.043018,-0.0708166,0.0894578,-0.0510348,400.0,0.124989,0.56946,0.54507,0.893815,1.19176,51.6342,35.7788,55.4877,6.84403,2.15999,-5.71068,9.1716,-214.23,-136.919,50.7266,259.257,0.0830554,s20140923_130041_461
19547694,55,-0.167163,0.067863,-0.0434902,-0.0648558,0.0938875,-0.0442624,400.0,0.122394,0.53174,0.353955,0.470625,0.793423,55.364,34.3125,58.0017,3.95372,0.453543,-4.83118,6.25923,-288.807,-143.636,125.677,346.172,0.082137,s20140923_130041_461
19547695,56,-0.167786,0.0688164,-0.043917,-0.0601818,0.0965369,-0.0416223,400.0,0.121135,0.36357,0.201865,0.077115,0.422941,58.0603,34.6681,60.2104,1.0679,-0.712724,-3.19714,3.44531,-274.578,-107.263,151.313,331.352,0.0811836,s20140923_130041_461
19547696,57,-0.168374,0.0697896,-0.0443351,-0.0575844,0.0979248,-0.0427201,400.0,0.121368,0.22619,0.07754,-0.266405,0.357975,59.5425,36.5706,61.6758,-1.53783,-1.69172,-1.80491,2.91283,-199.081,-76.6005,98.0798,234.777,0.0802104,s20140923_130041_461
19547697,58,-0.16894,0.0707708,-0.0447819,-0.055658,0.0980877,-0.0469504,400.0,0.122161,0.221135,-0.060425,-0.411755,0.471269,60.4281,40.1494,62.8957,-2.91371,-2.24473,-1.23555,3.88009,-68.4927,-26.5715,30.9414,79.7162,0.0792292,s20140923_130041_461
19547698,59,-0.169485,0.0717462,-0.0452733,-0.0531617,0.0967163,-0.0509552,400.0,0.121559,0.30126,-0.22175,-0.323545,0.494583,61.2039,43.7859,64.0662,-2.90769,-2.22315,-1.18609,3.84758,14.2303,5.57687,-3.07484,15.5903,0.0782538,s20140923_130041_461
19547699,60,-0.17,0.0726995,-0.0457959,-0.0496328,0.0936527,-0.0534213,400.0,0.118693,0.40632,-0.403215,-0.16166,0.594821,62.0779,47.1054,65.2815,-2.6291,-2.1332,-1.29705,3.62561,76.657,48.7278,14.2881,91.9503,0.0773005,s20140923_130041_461
19547700,61,-0.170474,0.0736128,-0.0463361,-0.0450353,0.088652,-0.0541884,400.0,0.113242,0.44691,-0.61943,0.17243,0.783042,63.0694,50.2705,66.5661,-1.37455,-1.24859,-0.900325,2.06372,249.182,191.103,106.303,331.53,0.0763872,s20140923_130041_461
19547701,62,-0.170902,0.0744646,-0.046863,-0.0406946,0.0812641,-0.0499727,400.0,0.103717,0.35271,-0.878875,0.804635,1.24268,63.3997,50.8428,66.8984,2.35453,1.68887,0.829008,3.01386,535.242,436.938,278.619,745.002,0.0755354,s20140923_130041_461
19547702,63,-0.171293,0.0752288,-0.04731,-0.0379811,0.0710745,-0.0380957,400.0,0.0891371,0.16669,-1.17052,1.55882,1.95648,61.8806,45.0863,64.7799,9.3303,7.49017,4.67206,12.8447,937.766,792.35,559.287,1349.08,0.0747712,s20140923_130041_461
19547703,64,-0.171668,0.075876,-0.0476002,-0.0373608,0.0578537,-0.0187964,400.0,0.0713876,-0.01316,-1.47787,2.20073,2.65094,57.1464,26.7072,58.4427,21.1098,17.5359,12.0147,29.9581,1264.46,1068.57,828.698,1851.33,0.074124,s20140923_130041_461
19547704,65,-0.172046,0.0763754,-0.0476679,-0.0382443,0.041517,0.00591881,400.0,0.0567567,-0.101495,-1.7607,2.5702,3.1171,47.3496,8.79748,47.6367,34.6194,28.8616,21.246,49.8286,764.348,608.325,566.538,1129.27,0.0736246,s20140923_130041_461
19547705,66,-0.172434,0.0766978,-0.0474752,-0.0393907,0.0226397,0.0326077,400.0,0.0559236,-0.069365,-1.93771,2.56221,3.21317,29.888,39.618,45.2216,36.3968,29.7024,23.3455,52.4592,-450.651,-462.847,-222.022,683.087,0.0733022,s20140923_130041_461
19547706,67,-0.17283,0.0768249,-0.0470228,-0.0396316,0.0027628,0.0571631,400.0,0.0696126,0.082965,-1.9334,2.10102,2.85643,3.98775,55.2661,55.2974,25.6064,19.6046,16.8056,36.3656,-1012.74,-948.858,-644.036,1529.95,0.0731751,s20140923_130041_461
19547707,68,-0.17322,0.0767567,-0.0463556,-0.0377314,-0.0160282,0.0746281,400.0,0.0851464,0.31132,-1.72969,1.27157,2.16925,23.0157,63.1792,63.6959,16.142,10.7252,10.4648,22.0251,-706.317,-651.781,-481.543,1074.98,0.0732433,s20140923_130041_461
19547708,69,-0.173577,0.0765143,-0.0455619,-0.0334052,-0.0318311,0.0825945,400.0,0.0946096,0.495085,-1.36323,0.452685,1.51936,43.6178,67.9792,69.3239,11.4801,6.56899,7.17472,15.0473,-426.504,-302.841,-275.906,591.39,0.0734857,s20140923_130041_461
19547709,70,-0.173884,0.0761346,-0.0447266,-0.0278297,-0.0432929,0.0836818,400.0,0.0982416,0.513075,-0.886525,0.050455,1.02553,57.2661,71.6046,73.544,7.61196,4.66839,4.94667,10.2081,-462.312,-172.655,-235.459,546.793,0.0738654,s20140923_130041_461
19547710,71,-0.174137,0.0756658,-0.0438922,-0.0231437,-0.0495616,0.0836036,400.0,0.0999077,0.32458,-0.36063,0.170785,0.514367,64.9689,74.5265,76.6057,2.23385,3.11589,2.46554,4.55826,-576.492,-163.587,-254.832,651.186,0.0743342,s20140923_130041_461
19547711,72,-0.174356,0.0751611,-0.0430427,-0.0213381,-0.0505055,0.0870975,400.0,0.102918,0.027485,0.16432,0.57126,0.595058,67.0964,76.2342,78.034,-3.91788,1.39665,-0.149967,4.16208,-553.775,-151.472,-226.282,617.101,0.0748389,s20140923_130041_461
19547712,73,-0.174573,0.0746729,-0.0421354,-0.022594,-0.0462752,0.0950288,400.0,0.108085,-0.211255,0.65763,0.920775,1.15106,63.9759,76.6257,77.9339,-8.84165,0.0864384,-2.06009,9.07889,-376.922,-98.4552,-141.414,414.441,0.0753271,s20140923_130041_461
19547713,74,-0.174814,0.0742512,-0.0411336,-0.0255632,-0.0373529,0.105513,400.0,0.114812,-0.312995,1.07803,0.99216,1.49817,55.6134,76.3811,77.1351,-11.4563,-0.572456,-2.97824,11.8509,-171.376,-58.9528,-62.8393,191.817,0.0757488,s20140923_130041_461
19547714,75,-0.175086,0.0739382,-0.0400289,-0.0288539,-0.0247145,0.114872,400.0,0.120991,-0.299015,1.39382,0.6422,1.56351,40.5814,75.9,76.2032,-12.2692,-1.09262,-3.31688,12.7565,-63.3746,-61.462,-27.8528,92.5726,0.0760618,s20140923_130041_461
19547715,76,-0.175389,0.0737656,-0.0388557,-0.0315435,-0.00947644,0.118357,400.0,0.122854,-0.23755,1.58808,0.0458,1.6064,16.7216,75.0769,75.1224,-12.7238,-1.8017,-3.5353,13.3282,-66.0119,-68.97,-23.8346,98.3998,0.0762344,s20140923_130041_461
19547716,77,-0.175715,0.073753,-0.037682,-0.0336049,0.007047,0.115788,400.0,0.120772,-0.190705,1.67649,-0.40775,1.73587,11.8434,73.8158,73.8441,-13.5894,-2.47202,-3.79357,14.3239,-98.1928,-52.2477,-27.7909,114.647,0.076247,s20140923_130041_461
19547717,78,-0.17606,0.0739082,-0.03655,-0.0353576,0.0240534,0.110202,400.0,0.118208,-0.145115,1.7121,-0.6704,1.84439,34.227,72.2115,72.5957,-14.6877,-2.84665,-4.09111,15.5103,-105.478,-29.343,-28.5414,113.142,0.0760918,s20140923_130041_461
19547718,79,-0.17642,0.0742348,-0.0354854,-0.0365072,0.0412889,0.10238,400.0,0.116272,-0.09407,1.72538,-0.870765,1.93494,48.5172,70.3745,71.7007,-15.699,-3.05888,-4.3644,16.579,-75.7869,-17.7471,-19.5661,80.2587,0.0757652,s20140923_130041_461
19547719,80,-0.176788,0.074734,-0.0345083,-0.037239,0.0585609,0.0927867,400.0,0.115868,-0.05116,1.7016,-1.03048,1.98996,57.5476,68.1324,71.253,-16.2034,-3.20159,-4.48244,17.1141,-11.4471,-1.20901,-5.30937,12.6762,0.075266,s20140923_130041_461
19547720,81,-0.177163,0.0754043,-0.0336344,-0.0375304,0.0753209,0.0817704,400.0,0.117338,0.012845,1.61683,-1.15982,1.98985,63.5141,65.3462,71.3462,-15.9279,-3.08306,-4.47059,16.8282,62.0805,19.7863,9.81574,65.8926,0.0745957,s20140923_130041_461
19547721,82,-0.177536,0.0762365,-0.0328768,-0.0369821,0.0908976,0.0695902,400.0,0.120303,0.0803,1.48026,-1.24913,1.93853,67.8608,62.0126,72.0969,-14.9618,-2.80587,-4.28612,15.8145,123.702,26.286,34.2369,131.017,0.0737635,s20140923_130041_461
19547722,83,-0.177901,0.0772171,-0.0322447,-0.0359244,0.104926,0.0567879,400.0,0.124599,0.11139,1.30532,-1.27931,1.83109,71.0999,57.6823,73.2426,-13.4539,-2.55734,-3.78585,14.2084,165.08,26.0108,57.7163,176.803,0.0727829,s20140923_130041_461
19547723,84,-0.178254,0.0783285,-0.031741,-0.0347543,0.117004,0.044004,400.0,0.129746,0.124215,1.0882,-1.25827,1.66818,73.4567,51.6984,74.4629,-11.6602,-2.28565,-3.1318,12.2879,172.644,27.3687,63.1306,185.851,0.0716715,s20140923_130041_461
19547724,85,-0.178596,0.0795492,-0.0313632,-0.0334401,0.12669,0.0316226,400.0,0.134791,0.13736,0.83815,-1.21403,1.48163,75.2139,43.3999,75.6356,-10.001,-2.00996,-2.52324,10.5084,145.784,24.0888,58.7681,159.019,0.0704508,s20140923_130041_461
19547725,86,-0.178923,0.0808536,-0.0311069,-0.0320071,0.133767,0.0197234,400.0,0.13895,0.13768,0.59465,-1.1665,1.31655,76.5435,31.6422,76.6823,-8.74451,-1.80387,-1.95643,9.14046,104.894,17.3843,52.8736,118.746,0.0691464,s20140923_130041_461
19547726,87,-0.179236,0.082217,-0.0309672,-0.0306865,0.138583,0.00829255,400.0,0.142182,0.12588,0.39065,-1.12411,1.1967,77.5144,15.1221,77.536,-7.9031,-1.66228,-1.46577,8.20796,72.7685,13.1569,40.107,84.1245,0.067783,s20140923_130041_461
19547727,88,-0.179537,0.0836192,-0.0309398,-0.0294895,0.14158,-0.00275885,400.0,0.144645,0.11989,0.24045,-1.07885,1.11181,78.2342,5.34467,78.2363,-7.28914,-1.54074,-1.15429,7.53909,67.7579,14.2793,27.4683,74.4952,0.0663808,s20140923_130041_461
19547728,89,-0.179826,0.0850447,-0.0310206,-0.0282887,0.143392,-0.0132845,400.0,0.146758,0.10996,0.1378,-0.993788,1.0093,78.8399,25.155,78.8863,-6.54794,-1.37669,-0.9164,6.75356,92.2576,20.2619,23.8609,97.4236,0.0649553,s20140923_130041_461
19547729,90,-0.180103,0.0864842,-0.0312016,-0.0272903,0.144336,-0.0226346,400.0,0.148627,0.09575,0.0389,-0.835365,0.841734,79.2932,39.6723,79.4195,-5.44399,-1.1355,-0.677076,5.60221,128.705,24.6106,7.95873,131.278,0.0635158,s20140923_130041_461
19547730,91,-0.180372,0.0879277,-0.0314667,-0.0263737,0.14417,-0.0299918,400.0,0.1496,0.12948,-0.06815,-0.59937,0.616972,79.6332,48.6728,79.846,-3.97384,-0.88448,-0.757225,4.14091,165.442,21.448,-35.8659,170.639,0.0620723,s20140923_130041_461
19547731,92,-0.180628,0.0893642,-0.0317923,-0.0247007,0.142973,-0.034622,400.0,0.149165,0.24366,-0.16575,-0.291495,0.414503,80.1981,54.4944,80.4683,-2.13514,-0.70654,-1.39439,2.64619,208.848,12.65,-92.3872,228.72,0.0606358,s20140923_130041_461
19547732,93,-0.180861,0.0907841,-0.0321477,-0.0215005,0.140855,-0.0358217,400.0,0.14692,0.43792,-0.2999,0.10192,0.540464,81.3212,59.0274,81.5851,0.203123,-0.63148,-2.60497,2.6881,263.774,0.601803,-153.082,304.977,0.0592159,s20140923_130041_461
