id,timestep,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,odor,velocity_a,acceleration_x,acceleration_y,acceleration_z,acceleration_a,heading_xy,heading_xz,heading_xyz,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_a,angular_acceleration_x,angular_acceleration_y,angular_acceleration_z,angular_acceleration_a,distance_from_wall,trajectory_id
19024796,89,-0.18609,-0.137783,-0.0306697,-0.0648272,-0.0276412,-0.0355647,400.0,0.0789395,0.133355,-0.58578,0.03763,0.601945,23.0926,28.7495,34.7923,-3.51525,-0.367699,6.69337,7.56924,100.843,-35.6351,-159.314,191.885,0.012217,s20140924_123536_3110
19024797,90,-0.186732,-0.138087,-0.0310241,-0.0634946,-0.0327942,-0.0353882,400.0,0.0797455,0.105105,-0.40054,0.008175,0.414181,27.3158,29.1328,37.2298,-2.28132,-0.5047,4.56092,5.12456,123.346,15.9542,-239.346,269.732,0.011913,s20140924_123536_3110
19024798,91,-0.187362,-0.138431,-0.0313781,-0.0627251,-0.035652,-0.0354012,400.0,0.0803663,0.03506,-0.175135,0.015005,0.179239,29.6132,29.4398,38.6946,-1.04834,-0.0486147,1.90644,2.17621,99.3861,72.1412,-250.297,278.802,0.011569,s20140924_123536_3110
19024799,92,-0.187989,-0.138792,-0.0317311,-0.0627934,-0.0362969,-0.0350881,400.0,0.0805708,-0.048715,0.017735,0.06952,0.086722,30.0295,29.1959,38.7983,-0.293596,0.938125,-0.445027,1.07904,52.5513,108.244,-205.39,238.041,0.011208,s20140924_123536_3110
19024800,93,-0.188621,-0.139151,-0.0320773,-0.0636994,-0.0352973,-0.0340108,400.0,0.0803757,-0.122325,0.1548,0.148715,0.247068,28.9918,28.0989,37.5783,0.00268669,2.11627,-2.20136,3.05362,14.365,104.47,-133.609,170.211,0.010849,s20140924_123536_3110
19024801,94,-0.189265,-0.139495,-0.0324085,-0.0652399,-0.0332009,-0.0321138,400.0,0.0799365,-0.16083,0.223125,0.216945,0.350309,26.9718,26.2083,35.2991,-0.00629553,3.02752,-3.11721,4.34545,-5.56881,62.5782,-52.6678,81.9813,0.010505,s20140924_123536_3110
19024802,95,-0.189926,-0.139815,-0.0327178,-0.066916,-0.0308348,-0.0296719,400.0,0.0794289,-0.158255,0.233885,0.24726,0.375346,24.7402,23.9135,32.5988,-0.10869,3.36784,-3.25471,4.68479,1.92301,2.42088,-9.65341,10.1364,0.010185,s20140924_123536_3110
19024803,96,-0.190603,-0.140111,-0.0330018,-0.068405,-0.0285232,-0.0271686,400.0,0.0789364,-0.137355,0.244165,0.225765,0.359795,22.6349,21.6616,29.9359,0.0321647,3.07593,-3.31028,4.51889,24.5,-52.3965,-9.72069,58.6527,0.009889,s20140924_123536_3110
19024804,97,-0.191293,-0.140384,-0.0332628,-0.0696631,-0.0259515,-0.0251566,400.0,0.0784811,-0.111545,0.263445,0.165085,0.330301,20.4318,19.8556,27.4216,0.38131,2.31991,-3.44913,4.17419,28.8758,-80.8789,4.24797,85.984,0.009616,s20140924_123536_3110
19024805,98,-0.191995,-0.14063,-0.0335073,-0.0706359,-0.0232543,-0.0238669,400.0,0.0781014,-0.08173,0.25185,0.09853,0.282518,18.2222,18.6694,25.2556,0.609681,1.45836,-3.22532,3.59183,13.759,-78.4079,37.6149,88.0453,0.00937,s20140924_123536_3110
19024806,99,-0.192705,-0.14085,-0.0337421,-0.0712977,-0.0209145,-0.023186,400.0,0.0778355,-0.0555,0.213075,0.045935,0.224925,16.3485,18.0145,23.6512,0.65649,0.751749,-2.69683,2.87559,2.49661,-63.1061,50.0338,80.5729,0.00915,s20140924_123536_3110
19024807,100,-0.193421,-0.14105,-0.0339725,-0.0717459,-0.0189928,-0.0229482,400.0,0.0776841,-0.03787,0.177225,0.00443,0.18128,14.8274,17.7371,22.5479,0.659613,0.196235,-2.22465,2.32866,-3.02632,-50.5335,51.6183,72.2997,0.00895,s20140924_123536_3110
19024808,101,-0.19414,-0.141231,-0.0342024,-0.0720551,-0.01737,-0.0230974,400.0,0.0776347,-0.023625,0.133615,-0.029245,0.138803,13.5534,17.7734,21.8548,0.595963,-0.25892,-1.66446,1.7868,-14.652,-33.8515,71.657,80.5936,0.008769,s20140924_123536_3110
19024809,102,-0.194861,-0.141399,-0.0344354,-0.0722184,-0.0163205,-0.0235331,400.0,0.0776895,-0.011405,0.063555,-0.043925,0.0780943,12.7343,18.0487,21.631,0.366574,-0.480795,-0.791505,0.996002,-26.0326,-9.19565,86.7379,91.0259,0.008601,s20140924_123536_3110
19024810,103,-0.195584,-0.14156,-0.0346731,-0.0722832,-0.0160989,-0.0239759,400.0,0.0778388,-0.00552,-0.007195,-0.038955,0.0399966,12.556,18.3504,21.7782,0.0753113,-0.442833,0.070295,0.454659,-21.9239,7.28654,61.6163,65.8052,0.00844,s20140924_123536_3110
19024811,104,-0.196307,-0.141723,-0.0349146,-0.0723288,-0.0164644,-0.0243122,400.0,0.0780616,-0.00601,-0.038515,-0.03024,0.0493354,12.8239,18.5793,22.0952,-0.0719038,-0.335064,0.440821,0.558356,-4.07647,6.24499,8.31058,11.1662,0.008277,s20140924_123536_3110
19024812,105,-0.19703,-0.14189,-0.0351591,-0.0724034,-0.0168692,-0.0245807,400.0,0.0783009,-0.008695,-0.021995,-0.029875,0.0381038,13.1153,18.7522,22.3796,-0.00621811,-0.317934,0.236507,0.396303,10.1064,-7.84964,-24.2967,27.4606,0.00811,s20140924_123536_3110
19024813,106,-0.197755,-0.142059,-0.0354064,-0.0725027,-0.0169043,-0.0249097,400.0,0.0785041,-0.004975,0.002685,-0.04355,0.0439154,13.1243,18.9611,22.5488,0.130224,-0.492057,-0.0451127,0.510992,3.5329,-17.952,1.35961,18.3468,0.007941,s20140924_123536_3110
19024814,107,-0.19848,-0.142228,-0.035658,-0.0725029,-0.0168155,-0.0254517,400.0,0.0786589,0.01124,-0.01993,-0.0538,0.0584635,13.0577,19.3433,22.8185,0.0644399,-0.676974,0.263699,0.729372,-18.3806,-4.7167,54.7925,57.9855,0.007772,s20140924_123536_3110
19024815,108,-0.199204,-0.142397,-0.0359154,-0.0722779,-0.0173029,-0.0259857,400.0,0.0787321,0.030155,-0.08287,-0.03942,0.0965955,13.4629,19.7748,23.3612,-0.237388,-0.586391,1.05074,1.22648,-23.3267,15.0447,55.1413,61.7337,0.007603,s20140924_123536_3110
19024816,109,-0.199925,-0.142576,-0.0361768,-0.0718998,-0.0184729,-0.0262401,400.0,0.0787361,0.0369,-0.108305,-0.01895,0.115977,14.4091,20.0497,24.0522,-0.402094,-0.37608,1.36653,1.47326,1.33575,12.2608,-11.3571,16.7659,0.007424,s20140924_123536_3110
19024817,110,-0.200642,-0.142766,-0.0364398,-0.0715399,-0.019469,-0.0263647,400.0,0.0786899,0.03046,-0.06301,-0.018295,0.0723379,15.2239,20.2304,24.6136,-0.210673,-0.341175,0.823595,0.91602,27.8781,-4.59865,-71.7977,77.1572,0.007234,s20140924_123536_3110
19024818,111,-0.201356,-0.142963,-0.0367045,-0.0712906,-0.0197331,-0.026606,400.0,0.0786106,0.01651,0.01056,-0.034415,0.0396041,15.472,20.4658,24.9219,0.155467,-0.468053,-0.069428,0.49806,35.2177,-11.3914,-85.9016,93.5368,0.007037,s20140924_123536_3110
19024819,112,-0.202069,-0.143158,-0.0369726,-0.0712097,-0.0192578,-0.027053,400.0,0.0785719,-0.00161,0.077145,-0.049965,0.0919263,15.133,20.8021,25.0011,0.493682,-0.569002,-0.894437,1.1694,22.1998,0.634953,-58.9666,63.0103,0.006842,s20140924_123536_3110
19024820,113,-0.202781,-0.143346,-0.0372459,-0.0713228,-0.0181902,-0.0276053,400.0,0.0786122,-0.014635,0.104475,-0.045115,0.114737,14.3077,21.1588,24.8687,0.599463,-0.455354,-1.24876,1.45812,-10.7827,32.867,6.45301,35.1873,0.006654,s20140924_123536_3110
19024821,114,-0.203495,-0.143522,-0.037524,-0.0715024,-0.0171683,-0.0279553,400.0,0.0786692,-0.01799,0.061885,0.00062,0.0644498,13.5016,21.354,24.6463,0.278029,0.088338,-0.765377,0.819089,-46.3605,75.9864,72.3138,114.684,0.006478,s20140924_123536_3110
19024822,115,-0.204211,-0.143692,-0.0378026,-0.0716826,-0.0169525,-0.0275929,400.0,0.0786584,-0.02258,-0.022365,0.08313,0.088998,13.3056,21.0533,24.3123,-0.327748,1.06437,0.197516,1.13107,-55.1846,93.8146,85.4333,138.367,0.006308,s20140924_123536_3110
19024823,116,-0.204929,-0.143864,-0.0380727,-0.071954,-0.0176156,-0.0262927,400.0,0.0786066,-0.02941,-0.08818,0.157925,0.183251,13.7564,20.0728,23.7419,-0.825663,1.96463,0.943289,2.33051,-33.1768,57.5384,51.8857,84.2822,0.006136,s20140924_123536_3110
19024824,117,-0.20565,-0.144046,-0.0383266,-0.0722708,-0.0187161,-0.0244344,400.0,0.0785519,-0.02573,-0.112105,0.1804,0.213948,14.519,18.6801,23.0682,-0.991284,2.21514,1.23523,2.7231,-0.245881,-9.6336,7.94758,12.4912,0.005954,s20140924_123536_3110
19024825,118,-0.206374,-0.144239,-0.0385618,-0.0724686,-0.0198577,-0.0226847,400.0,0.0784896,-0.01321,-0.097325,0.14651,0.176385,15.3239,17.3816,22.5883,-0.830581,1.77196,1.10224,2.24603,24.0563,-57.4219,-26.9695,67.8479,0.005761,s20140924_123536_3110
19024826,119,-0.207099,-0.144442,-0.0387822,-0.072535,-0.0206626,-0.0215042,400.0,0.0784264,-0.003735,-0.060085,0.08937,0.107755,15.9003,16.5133,22.3497,-0.510158,1.0667,0.69584,1.37197,29.5994,-65.8657,-36.6077,80.9601,0.005558,s20140924_123536_3110
19024827,120,-0.207825,-0.144651,-0.0389938,-0.0725433,-0.0210594,-0.0208973,400.0,0.0783755,0.001965,-0.030775,0.03908,0.0497816,16.1881,16.0699,22.2431,-0.238593,0.454645,0.370086,0.632924,22.0229,-53.4917,-22.4393,62.0475,0.005349,s20140924_123536_3110
19024828,121,-0.20855,-0.144862,-0.0392016,-0.0724957,-0.0212781,-0.0207226,400.0,0.0783442,0.008355,-0.018465,0.00213,0.0203789,16.3574,15.9524,22.279,-0.0697004,-0.00313133,0.247054,0.256717,16.3385,-44.9847,-10.9404,49.0944,0.005138,s20140924_123536_3110
19024829,122,-0.209274,-0.145076,-0.0394093,-0.0723762,-0.0214287,-0.0208547,400.0,0.0783098,0.01675,-0.00786,-0.032865,0.0377154,16.4926,16.074,22.4476,0.0881775,-0.445048,0.151277,0.478255,21.5043,-50.3954,-22.4878,59.2269,0.004924,s20140924_123536_3110
19024830,123,-0.209997,-0.145291,-0.03962,-0.0721607,-0.0214353,-0.0213799,400.0,0.0782543,0.02314,0.024055,-0.078915,0.0856836,16.544,16.5036,22.7604,0.360385,-1.01104,-0.202701,1.09232,31.3712,-55.3673,-49.7839,80.7969,0.004709,s20140924_123536_3110
19024831,124,-0.210718,-0.145503,-0.0398386,-0.0719134,-0.0209476,-0.022433,400.0,0.0781894,0.02286,0.078425,-0.124835,0.149187,16.2403,17.325,23.1128,0.715602,-1.55239,-0.844402,1.90658,29.1745,-40.4419,-55.8795,74.8947,0.004497,s20140924_123536_3110
19024832,125,-0.211436,-0.145708,-0.0400699,-0.0717035,-0.0198668,-0.0238766,400.0,0.078142,0.019775,0.11793,-0.14842,0.190597,15.4864,18.4173,23.4216,0.943876,-1.81988,-1.32029,2.43845,5.56727,-3.48949,-14.8374,16.2271,0.004292,s20140924_123536_3110
19024833,126,-0.212152,-0.1459,-0.0403164,-0.0715179,-0.018589,-0.0254014,400.0,0.0781383,0.01868,0.10228,-0.13186,0.16792,14.57,19.5538,23.7554,0.826948,-1.62218,-1.14115,2.14885,-30.1967,43.826,51.9912,74.4019,0.0041,s20140924_123536_3110
19024834,127,-0.212866,-0.146081,-0.0405766,-0.0713299,-0.0178212,-0.0265138,400.0,0.0781571,0.014355,0.02758,-0.07546,0.0816145,14.0277,20.3904,24.1261,0.339942,-0.943357,-0.280467,1.04122,-52.4146,72.9683,91.8083,128.454,0.003919,s20140924_123536_3110
19024835,128,-0.213579,-0.146259,-0.0408443,-0.0712308,-0.0180374,-0.0269106,400.0,0.0782519,0.003255,-0.059035,-0.01272,0.0604775,14.21,20.6963,24.4565,-0.221344,-0.162819,0.695017,0.747363,-43.5069,62.7547,73.5355,106.012,0.003741,s20140924_123536_3110
19024836,129,-0.214291,-0.146444,-0.041113,-0.0712648,-0.0190019,-0.0267682,400.0,0.078462,-0.005305,-0.10426,0.02497,0.10734,14.9299,20.587,24.7324,-0.530196,0.311738,1.19024,1.33976,-13.4398,30.2462,14.6008,36.1752,0.003556,s20140924_123536_3110
19024837,130,-0.215004,-0.14664,-0.041379,-0.0713369,-0.0201226,-0.0264112,400.0,0.0786856,-0.0083,-0.0879,0.035275,0.0950769,15.7526,20.3162,24.9594,-0.490139,0.442105,0.987033,1.1874,15.7407,2.65926,-44.5307,47.3057,0.00336,s20140924_123536_3110
19024838,131,-0.215718,-0.146845,-0.0416413,-0.0714308,-0.0207599,-0.0260627,400.0,0.07882,-0.009955,-0.0289,0.028075,0.0415032,16.2054,20.0453,25.0076,-0.215382,0.364923,0.299629,0.518976,27.5518,-7.79269,-69.2396,74.9263,0.003155,s20140924_123536_3110
19024839,132,-0.216433,-0.147053,-0.0419007,-0.071536,-0.0207006,-0.0258497,400.0,0.0788297,-0.012375,0.03094,0.02038,0.0390611,16.139,19.8674,24.8412,0.0608974,0.286251,-0.397758,0.493822,20.7768,4.05506,-60.4501,64.0495,0.002947,s20140924_123536_3110
19024840,133,-0.217149,-0.147257,-0.0421583,-0.0716783,-0.0201411,-0.0256551,400.0,0.0787504,-0.02027,0.072935,0.031305,0.081917,15.695,19.6933,24.4676,0.200153,0.446024,-0.909373,1.03245,8.96222,22.1434,-42.1686,48.4649,0.002743,s20140924_123536_3110
19024841,134,-0.217867,-0.147455,-0.042413,-0.0719414,-0.0192419,-0.0252236,400.0,0.078626,-0.03003,0.09859,0.0521,0.115482,14.9742,19.3213,23.7968,0.240142,0.72912,-1.24113,1.45935,1.18411,19.1398,-17.9888,26.2932,0.002545,s20140924_123536_3110
19024842,135,-0.218588,-0.147642,-0.0426622,-0.0722789,-0.0181693,-0.0246131,400.0,0.0784867,-0.030985,0.10039,0.06009,0.121033,14.1105,18.8052,22.9411,0.223835,0.828821,-1.26915,1.53225,-5.81492,1.4148,16.1824,17.2536,0.002358,s20140924_123536_3110
19024843,136,-0.219312,-0.147818,-0.0429053,-0.0725611,-0.0172341,-0.0240218,400.0,0.0783529,-0.023925,0.071995,0.056185,0.0944057,13.3608,18.3174,22.1681,0.123843,0.757416,-0.917483,1.19616,-12.4754,-11.8117,46.3311,49.4138,0.002182,s20140924_123536_3110
19024844,137,-0.220039,-0.147988,-0.0431428,-0.0727574,-0.0167294,-0.0234894,400.0,0.0782641,-0.01571,0.025255,0.04485,0.0538158,12.9492,17.8924,21.6212,-0.0256725,0.592587,-0.342527,0.68494,-13.6315,-20.6047,56.8276,61.9657,0.002012,s20140924_123536_3110
19024845,138,-0.220767,-0.148155,-0.0433757,-0.0728753,-0.016729,-0.0231248,400.0,0.0782651,-0.008065,-0.020285,0.026475,0.034314,12.9286,17.6053,21.3877,-0.148786,0.345322,0.219069,0.435173,-8.3527,-23.4733,43.1362,49.8146,0.001845,s20140924_123536_3110
19024846,139,-0.221496,-0.148324,-0.043606,-0.0729187,-0.0171351,-0.0229599,400.0,0.0783448,-0.00121,-0.044075,0.009975,0.0452059,13.224,17.4776,21.4494,-0.192727,0.123122,0.520197,0.568249,0.577399,-18.865,12.0947,22.4166,0.001676,s20140924_123536_3110
19024847,140,-0.222225,-0.148498,-0.0438353,-0.0728995,-0.0176105,-0.0229253,400.0,0.0784222,0.00385,-0.03794,-0.00149,0.0381639,13.5809,17.4572,21.6309,-0.137238,-0.0319783,0.460964,0.482021,7.06693,-11.8077,-13.4699,19.2562,0.001502,s20140924_123536_3110
19024848,141,-0.222954,-0.148675,-0.0440648,-0.0728417,-0.0178939,-0.0229897,400.0,0.0784515,0.0057,-0.019785,-0.00775,0.022,13.8017,17.5163,21.7988,-0.051388,-0.113033,0.250799,0.279852,6.90645,-4.7869,-18.2068,20.0524,0.001325,s20140924_123536_3110
19024849,142,-0.223682,-0.148855,-0.0442952,-0.0727855,-0.0180062,-0.0230803,400.0,0.0784516,0.005325,-0.00687,-0.00911,0.0125915,13.8953,17.5938,21.9093,0.000891065,-0.127716,0.0968283,0.160275,3.47027,-1.20386,-10.0331,10.6843,0.001145,s20140924_123536_3110
19024850,143,-0.22441,-0.149035,-0.0445264,-0.0727352,-0.0180313,-0.0231719,400.0,0.0784377,0.00561,-0.00285,-0.00981,0.0116546,13.9231,17.6708,21.9824,0.0180174,-0.13711,0.0501373,0.147097,0.257871,-2.94063,1.45193,3.28967,0.000965,s20140924_123536_3110
19024851,144,-0.225137,-0.149216,-0.0447587,-0.0726733,-0.0180632,-0.0232765,400.0,0.0784186,0.008485,-0.00854,-0.013065,0.0177657,13.9582,17.7597,22.0685,0.00604848,-0.186529,0.125867,0.225105,-2.41656,-8.48313,14.1013,16.6328,0.000784,s20140924_123536_3110
19024852,145,-0.225863,-0.149397,-0.0449921,-0.0725655,-0.0182021,-0.0234332,400.0,0.0783976,0.01527,-0.0243,-0.02105,0.0355916,14.0814,17.8966,22.2397,-0.0303139,-0.306773,0.332163,0.453168,-4.62405,-16.1338,26.8331,31.6496,0.000603,s20140924_123536_3110
19024853,146,-0.226588,-0.14958,-0.0452277,-0.0723679,-0.0185492,-0.0236975,400.0,0.0783757,0.026385,-0.04947,-0.03458,0.0658728,14.3764,18.1315,22.5798,-0.0864326,-0.509205,0.66253,0.840063,-6.1939,-23.3047,37.1542,44.2934,0.00042,s20140924_123536_3110
19024854,147,-0.22731,-0.149769,-0.0454666,-0.0720378,-0.0191915,-0.0241248,400.0,0.0783566,0.040635,-0.08082,-0.052265,0.104473,14.9176,18.5152,23.1676,-0.154192,-0.772868,1.07525,1.33314,-6.49374,-25.755,39.892,47.9256,0.000231,s20140924_123536_3110
19024855,148,-0.228028,-0.149965,-0.0457108,-0.0715552,-0.0201656,-0.0247428,400.0,0.0783518,0.05413,-0.110055,-0.069175,0.14081,15.7388,19.0747,24.0408,-0.216307,-1.02431,1.46037,1.79685,-4.2861,-17.0026,26.2731,31.5869,3.5e-05,s20140924_123536_3110
19024856,149,-0.22874,-0.150173,-0.045962,-0.0709552,-0.0213926,-0.0255083,400.0,0.078377,0.05895,-0.120825,-0.07517,0.154027,16.7778,19.7734,25.1354,-0.239914,-1.11292,1.60071,1.96429,2.24413,11.7263,-16.0596,20.0113,-0.000173,s20140924_123536_3110
19024857,150,-0.229447,-0.150393,-0.0462209,-0.0703762,-0.0225821,-0.0262462,400.0,0.0784323,0.04189,-0.086095,-0.053385,0.109622,17.7902,20.4526,26.1964,-0.171425,-0.789779,1.13918,1.39673,6.69374,31.2704,-44.8463,55.0802,-0.000393,s20140924_123536_3110
19024858,151,-0.230149,-0.150622,-0.0464855,-0.0701174,-0.0231145,-0.026576,400.0,0.0784666,0.02588,-0.05324,-0.03298,0.0677639,18.245,20.7578,26.6715,-0.106039,-0.487511,0.703783,0.862683,6.53857,30.2268,-43.5395,53.4051,-0.000622,s20140924_123536_3110
