id,timestep,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,odor,velocity_a,acceleration_x,acceleration_y,acceleration_z,acceleration_a,heading_xy,heading_xz,heading_xyz,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_a,angular_acceleration_x,angular_acceleration_y,angular_acceleration_z,angular_acceleration_a,distance_from_wall,trajectory_id
19242335,24,0.314431,0.0712883,0.128248,0.560295,-0.125614,-0.0224436,400.0,0.574642,4.22705,-1.52625,0.0606,4.49456,167.364,177.706,167.17,-0.124055,-0.373233,-1.00803,1.08204,-8.53838,-50.1755,63.6164,81.471,0.021752,s20140924_123536_3967
19242336,25,0.320247,0.0699599,0.128032,0.600436,-0.139196,-0.0201804,400.0,0.61669,3.32435,-1.1451,0.39426,3.53808,166.948,178.075,166.816,-0.205269,-0.797734,-0.605008,1.02203,-7.35521,-36.1446,25.7929,45.009,0.021968,s20140924_123536_3967
19242337,26,0.326394,0.0685186,0.127856,0.626782,-0.148516,-0.0145584,400.0,0.644302,2.10635,-0.8225,0.673563,2.35943,166.67,178.669,166.608,-0.271159,-1.09613,-0.492171,1.23177,-3.99766,-17.8491,3.82192,18.6863,0.022144,s20140924_123536_3967
19242338,27,0.332747,0.0669969,0.127748,0.642563,-0.155646,-0.00670915,400.0,0.661179,1.1282,-0.6308,0.767745,1.50339,166.384,179.402,166.372,-0.285222,-1.15472,-0.528569,1.30158,1.59004,6.43158,-4.77861,8.16876,0.022252,s20140924_123536_3967
19242339,28,0.339215,0.0654112,0.12772,0.649346,-0.161132,0.000796505,400.0,0.66904,0.30645,-0.47905,0.662997,0.873479,166.064,179.93,166.064,-0.239358,-0.967494,-0.587743,1.15706,5.69474,22.8339,-5.59866,24.1901,0.02228,s20140924_123536_3967
19242340,29,0.345709,0.0637789,0.127758,0.648692,-0.165227,0.0065508,400.0,0.669436,-0.2967,-0.36535,0.477825,0.670692,165.71,179.421,165.699,-0.171327,-0.698037,-0.640543,0.962759,6.32638,24.8645,-2.50819,25.779,0.022242,s20140924_123536_3967
19242341,30,0.352173,0.0621096,0.127845,0.643412,-0.168439,0.010353,400.0,0.665175,-0.6796,-0.25985,0.31218,0.791729,165.33,179.078,165.303,-0.11283,-0.470203,-0.637907,0.800467,3.27425,13.0958,4.26027,14.1552,0.022155,s20140924_123536_3967
19242342,31,0.358567,0.0604142,0.127961,0.6351,-0.170424,0.0127944,400.0,0.657693,-0.84245,-0.1525,0.279515,0.900615,164.979,178.846,164.939,-0.105842,-0.436122,-0.555337,0.714006,-2.93244,-10.0061,8.33989,13.352,0.022039,s20140924_123536_3967
19242343,32,0.364875,0.0587042,0.128103,0.626563,-0.171489,0.0159433,400.0,0.649803,-0.7754,-0.10585,0.43126,0.893552,164.693,178.542,164.63,-0.171479,-0.670325,-0.471109,0.837069,-8.72506,-31.3826,4.78316,32.9222,0.021897,s20140924_123536_3967
19242344,33,0.371104,0.0569845,0.128287,0.619592,-0.172541,0.0214196,400.0,0.643524,-0.5887,-0.1438,0.690875,0.918996,164.439,178.02,164.325,-0.280343,-1.06377,-0.459674,1.19227,-10.0996,-36.4404,-0.560854,37.8182,0.021713,s20140924_123536_3967
19242345,34,0.377274,0.0552508,0.128541,0.614789,-0.174365,0.0297608,400.0,0.63973,-0.34575,-0.22375,0.916535,1.00481,164.166,177.229,163.948,-0.37347,-1.39913,-0.482326,1.52633,-3.9956,-13.7346,2.59427,14.5374,0.021459,s20140924_123536_3967
19242346,35,0.383408,0.0534944,0.128888,0.612677,-0.177016,0.0397503,400.0,0.638974,-0.03095,-0.26345,0.89214,0.93074,163.885,176.288,163.505,-0.360255,-1.33847,-0.407789,1.44484,7.84816,30.18,13.6837,34.0539,0.021112,s20140924_123536_3967
19242347,36,0.389539,0.0517106,0.129329,0.61417,-0.179634,0.0476036,400.0,0.641669,0.2683,-0.2181,0.55348,0.652604,163.697,175.568,163.165,-0.216507,-0.795532,-0.208651,0.85046,15.6362,58.6122,19.6291,63.7587,0.020671,s20140924_123536_3967
19242348,37,0.3957,0.0499047,0.129825,0.618043,-0.181378,0.0508199,400.0,0.64611,0.354,-0.11385,0.140215,0.397414,163.645,175.299,163.05,-0.0475313,-0.166223,-0.0152068,0.173553,13.3105,49.9555,16.5375,54.279,0.020175,s20140924_123536_3967
19242349,38,0.401898,0.0480871,0.130333,0.62125,-0.181911,0.0504079,400.0,0.649295,0.23705,0.01345,-0.118925,0.26555,163.679,175.361,163.099,0.0497035,0.203578,0.122098,0.242533,5.22459,21.541,13.6077,26.0092,0.019667,s20140924_123536_3967
19242350,39,0.408119,0.0462709,0.130828,0.622784,-0.181109,0.0484414,400.0,0.65039,0.0918,0.14765,-0.172355,0.244814,163.785,175.552,163.247,0.0569605,0.264597,0.256947,0.373199,-2.92643,-6.11176,15.2487,16.6865,0.019172,s20140924_123536_3967
19242351,40,0.414349,0.0444694,0.131304,0.623086,-0.178958,0.0469608,400.001,0.649975,-0.01015,0.29215,-0.05601,0.297644,163.975,175.69,163.462,-0.00882506,0.0813424,0.427072,0.434839,-8.91164,-26.0911,19.2939,33.6514,0.018696,s20140924_123536_3967
19242352,41,0.420578,0.0426969,0.131773,0.622581,-0.175266,0.0473212,400.001,0.64851,-0.0723,0.45415,0.167805,0.489528,164.277,175.653,163.744,-0.121272,-0.257224,0.642824,0.702918,-12.2115,-37.4738,22.1804,45.2258,0.018227,s20140924_123536_3967
19242353,42,0.4268,0.0409697,0.132259,0.62164,-0.169875,0.0503169,400.001,0.646394,-0.09795,0.61165,0.4406,0.760157,164.716,175.372,164.092,-0.253055,-0.668134,0.87068,1.12629,-12.1334,-39.0359,18.3197,44.7955,0.017741,s20140924_123536_3967
19242354,43,0.433011,0.0393042,0.132789,0.620622,-0.163033,0.0561332,400.002,0.644129,-0.08385,0.69695,0.68629,0.981715,165.281,174.832,164.473,-0.363941,-1.03794,1.00922,1.49275,-8.87616,-32.2505,5.00879,33.8226,0.017211,s20140924_123536_3967
19242355,44,0.439213,0.0377099,0.133389,0.619963,-0.155936,0.0640427,400.003,0.642473,-0.0408,0.65725,0.870635,1.09163,165.882,174.102,164.788,-0.430578,-1.31314,0.970856,1.68888,-4.68449,-22.3684,-8.98203,24.5553,0.016611,s20140924_123536_3967
19242356,45,0.445412,0.036182,0.134075,0.619806,-0.149888,0.0735459,400.003,0.641899,-0.00565,0.55315,0.987225,1.13164,166.405,173.233,164.924,-0.457631,-1.48531,0.829577,1.76175,1.46914,-0.746284,-14.9579,15.0484,0.015925,s20140924_123536_3967
19242357,46,0.45161,0.0347087,0.134862,0.61985,-0.144873,0.0837872,400.004,0.642046,-0.00415,0.4476,0.882505,0.989534,166.845,172.302,164.891,-0.401195,-1.32807,0.671697,1.5414,9.56551,32.1426,-16.0873,37.1947,0.015138,s20140924_123536_3967
19242358,47,0.457808,0.0332809,0.135741,0.619723,-0.140936,0.091196,400.005,0.642056,-0.06615,0.35255,0.55026,0.656851,167.188,171.629,164.844,-0.26632,-0.842458,0.507832,1.0191,12.0239,43.6322,-14.2581,47.4514,0.014259,s20140924_123536_3967
19242359,48,0.464001,0.0318872,0.136673,0.618527,-0.137822,0.0947924,400.006,0.640747,-0.2478,0.31135,0.263985,0.477527,167.438,171.287,164.867,-0.160718,-0.455426,0.386535,0.618589,9.40535,32.7471,-13.5633,36.6714,0.013327,s20140924_123536_3967
19242360,49,0.47017,0.0305245,0.137631,0.614767,-0.134709,0.0964757,400.007,0.636704,-0.5788,0.283,0.0334,0.645146,167.641,171.081,164.916,-0.0782135,-0.187517,0.236566,0.311839,8.71813,25.7149,-19.5891,33.4813,0.012369,s20140924_123536_3967
19242361,50,0.476283,0.0291912,0.138594,0.606951,-0.132162,0.0954604,400.008,0.628466,-1.04045,0.22465,-0.20077,1.0832,167.716,171.062,164.965,0.0136447,0.0588726,-0.00524785,0.0606605,5.69485,9.76945,-22.7354,25.3923,0.011406,s20140924_123536_3967
19242362,51,0.482292,0.0278793,0.139533,0.593958,-0.130216,0.0924603,400.009,0.615054,-1.55535,0.2039,-0.249445,1.58837,167.634,171.152,164.95,0.0356835,0.00787218,-0.218141,0.221181,-2.45448,-23.6634,-17.7912,29.7071,0.010467,s20140924_123536_3967
19242363,52,0.488145,0.0265875,0.140446,0.575844,-0.128084,0.0904715,400.01,0.596814,-1.9384,0.20945,-0.054225,1.95044,167.46,171.071,164.767,-0.0354449,-0.414396,-0.361073,0.550776,-8.70643,-46.8265,-11.0751,48.8997,0.009554,s20140924_123536_3967
19242364,53,0.4938,0.0253173,0.141352,0.55519,-0.126027,0.0913758,400.011,0.576601,-2.117,0.21775,0.20238,2.13777,167.211,170.654,164.337,-0.138445,-0.928659,-0.439643,1.03675,-7.91314,-33.874,1.25655,34.8087,0.008648,s20140924_123536_3967
19242365,54,0.499245,0.0240677,0.142281,0.533504,-0.123729,0.0945191,400.012,0.55576,-2.1559,0.30295,0.251595,2.19157,166.943,169.953,163.73,-0.193708,-1.09188,-0.335942,1.15869,-2.71746,6.93522,24.0335,25.1613,0.007719,s20140924_123536_3967
19242366,55,0.504471,0.0228476,0.143239,0.512072,-0.119968,0.0964077,400.013,0.5347,-2.2215,0.53725,0.027075,2.2857,166.815,169.338,163.272,-0.192794,-0.789954,0.0410264,0.814175,-1.91045,34.1927,52.2084,62.438,0.006761,s20140924_123536_3967
19242367,56,0.509481,0.0216791,0.144199,0.489074,-0.112984,0.0950606,400.013,0.510877,-2.6285,0.9703,-0.290475,2.81689,166.992,169.001,163.201,-0.231917,-0.408023,0.708226,0.849619,-8.39621,37.5213,87.2307,95.3286,0.005801,s20140924_123536_3967
19242368,57,0.514231,0.0206061,0.145129,0.459502,-0.100562,0.0905982,400.014,0.479023,-3.22965,1.56725,-0.609165,3.64115,167.655,168.846,163.587,-0.360718,-0.0395276,1.78564,1.82214,-15.0049,54.7999,134.717,146.209,0.004871,s20140924_123536_3967
19242369,58,0.518653,0.0196895,0.146,0.424481,-0.081639,0.0828773,400.014,0.440134,-3.26445,2.15013,-0.9329,4.0187,169.113,168.952,164.674,-0.532015,0.687975,3.40257,3.51196,-18.6482,94.209,185.533,208.915,0.004,s20140924_123536_3967
19242370,59,0.522736,0.0189905,0.146776,0.394213,-0.0575595,0.0719402,400.014,0.404836,-2.54545,2.64675,-1.21985,3.86945,171.693,169.658,166.845,-0.733683,1.84465,5.4963,5.84383,-23.6239,117.936,225.478,255.553,0.003224,s20140924_123536_3967
19242371,60,0.52657,0.0185543,0.14743,0.373572,-0.0287039,0.0584802,400.014,0.37921,-1.91945,3.17869,-1.46613,3.99223,175.606,171.103,170.108,-1.00449,3.0467,7.91213,8.53775,-26.5478,108.647,224.773,251.062,0.00257,s20140924_123536_3967
19242372,61,0.530217,0.0184359,0.147938,0.355824,0.00601428,0.0426177,400.014,0.358418,-1.80025,3.57223,-1.66248,4.33192,179.032,173.17,173.103,-1.26464,4.0176,9.99176,10.8432,-21.2489,83.4269,161.277,182.817,0.002062,s20140924_123536_3967
19242373,62,0.533684,0.0186813,0.148277,0.337567,0.0427406,0.0252306,400.014,0.341196,-1.9363,3.59575,-1.76856,4.45045,172.784,175.726,171.636,-1.42947,4.71523,11.1377,12.1789,-18.5796,75.1122,112.354,136.421,0.001723,s20140924_123536_3967
19242374,63,0.536961,0.0192856,0.148441,0.317098,0.0779293,0.00724645,400.013,0.326614,-2.4401,3.48077,-1.89322,4.6534,166.193,178.691,166.135,-1.63623,5.51984,12.2389,13.5254,-28.5159,99.5713,139.916,174.081,0.001559,s20140924_123536_3967
19242375,64,0.54,0.0202373,0.148416,0.288765,0.112356,-0.0126338,400.013,0.310111,-3.40185,3.24623,-2.04603,5.12805,158.739,177.495,158.617,-1.99979,6.70666,13.936,15.5946,-31.0728,86.1551,89.4566,128.026,0.001584,s20140924_123536_3967
19242376,65,0.542699,0.0215197,0.148184,0.249061,0.142854,-0.0336742,400.013,0.289089,-4.2762,2.20125,-1.81614,5.14099,150.163,172.3,149.49,-2.25769,7.24294,14.028,15.9481,0.542592,-33.0455,-144.059,147.801,0.001816,s20140924_123536_3967
19242377,66,0.544961,0.0230378,0.147762,0.203241,0.156381,-0.0489566,400.013,0.261072,-4.1138,0.6145,-1.07283,4.29557,142.424,166.457,141.122,-1.98894,6.04575,11.0548,12.756,59.6072,-181.847,-355.192,403.464,0.002238,s20140924_123536_3967
19242378,67,0.546795,0.0245981,0.147235,0.166785,0.155144,-0.0551308,400.012,0.234364,-2.6429,-0.0515,-0.38851,2.6718,137.071,161.709,135.369,-1.06554,3.606,6.92414,7.87924,105.604,-252.146,-399.101,483.747,0.002765,s20140924_123536_3967
19242379,68,0.548364,0.0261455,0.146674,0.150383,0.155351,-0.0567268,400.012,0.223533,-0.71305,0.32895,-0.08103,0.789439,134.069,159.333,132.28,0.123148,1.00284,3.07281,3.23466,113.13,-243.759,-366.183,454.21,0.003326,s20140924_123536_3967
19242380,69,0.549864,0.0277256,0.146106,0.152524,0.161723,-0.0567514,400.011,0.229431,0.8399,0.72475,0.150215,1.11949,133.323,159.591,131.666,1.19706,-1.26917,-0.399522,1.78979,91.2904,-193.987,-305.163,372.947,0.003894,s20140924_123536_3967
19242381,70,0.551456,0.0293858,0.145549,0.167181,0.169846,-0.0537225,400.011,0.244302,1.80885,0.7245,0.46608,2.00351,134.547,162.186,133.182,1.94896,-2.87691,-3.03044,4.6107,41.123,-101.543,-191.307,220.455,0.004451,s20140924_123536_3967
19242382,71,0.553231,0.0311167,0.145042,0.188701,0.176213,-0.0474298,400.01,0.262505,2.22695,0.5312,0.64206,2.37776,136.96,165.891,135.959,2.01952,-3.30002,-4.22566,5.72929,-21.9593,6.62091,-63.3066,67.3333,0.004958,s20140924_123536_3967
19242383,72,0.555235,0.032903,0.144602,0.21172,0.18047,-0.0408813,400.009,0.281187,2.1893,0.2726,0.58737,2.28306,139.556,169.071,138.847,1.50977,-2.74449,-4.29657,5.31716,-54.3015,65.3074,7.83015,85.2937,0.005398,s20140924_123536_3967
19242384,73,0.557458,0.0347159,0.14422,0.232487,0.181665,-0.0356824,400.008,0.297196,2.0219,0.03945,0.438885,2.06936,141.996,171.274,141.469,0.933489,-1.99388,-4.06905,4.62646,-52.5859,72.5904,29.7892,94.4566,0.00578,s20140924_123536_3967
19242385,74,0.559881,0.036531,0.143883,0.252158,0.181259,-0.0321036,400.007,0.3122,1.8922,-0.0636,0.25148,1.9099,144.29,172.744,143.87,0.458052,-1.29268,-3.70079,3.94673,-40.5648,63.1687,42.3828,86.2096,0.006117,s20140924_123536_3967
19242386,75,0.562496,0.0383395,0.143571,0.270331,0.180393,-0.0306528,400.006,0.326435,1.7099,-0.1216,0.09001,1.71658,146.285,173.531,145.907,0.122193,-0.730502,-3.2214,3.30544,-16.5757,29.6934,38.6343,51.469,0.006429,s20140924_123536_3967
19242387,76,0.56528,0.0401365,0.143266,0.286356,0.178827,-0.0303034,400.005,0.338965,1.4414,-0.2672,0.1284,1.47157,148.016,173.959,147.65,0.126539,-0.698813,-2.9281,3.01299,6.35104,-7.42725,19.8516,22.1266,0.006734,s20140924_123536_3967
19242388,77,0.568212,0.0419087,0.142971,0.299159,0.175049,-0.0280848,400.004,0.347746,1.10015,-0.49095,0.25005,1.2304,149.667,174.637,149.348,0.249214,-0.879047,-2.82436,2.96848,-2.64528,6.7811,3.18105,7.94355,0.007029,s20140924_123536_3967
19242389,78,0.571251,0.04363,0.142706,0.308359,0.169008,-0.0253024,400.004,0.352547,0.88935,-0.6663,0.152115,1.12162,151.273,175.309,151.005,0.0736335,-0.563191,-2.86448,2.92025,-30.7518,56.1379,-11.5865,65.0491,0.007294,s20140924_123536_3967
19242390,79,0.574377,0.0452847,0.142457,0.316946,0.161723,-0.0250425,400.003,0.356702,0.86415,-0.7866,-0.16842,1.18062,152.967,175.482,152.691,-0.365823,0.243712,-3.05609,3.08755,-47.7477,91.6147,-18.0406,104.874,0.007543,s20140924_123536_3967
19242391,80,0.577591,0.0468605,0.142192,0.325642,0.153276,-0.0286708,400.003,0.361052,0.89725,-0.8708,-0.590665,1.38284,154.794,174.968,154.412,-0.88132,1.2691,-3.22529,3.57629,-46.6971,98.9438,-2.59041,109.44,0.007808,s20140924_123536_3967
19242392,81,0.580892,0.0483485,0.141868,0.334891,0.144307,-0.0368558,400.002,0.366517,0.97545,-0.8289,-1.00461,1.62721,156.688,173.72,156.023,-1.29976,2.22259,-3.1079,4.03588,-28.033,74.028,36.3465,87.1037,0.008132,s20140924_123536_3967
19242393,82,0.584292,0.0497512,0.141443,0.345151,0.136698,-0.0487629,400.002,0.374424,1.03595,-0.60285,-1.26726,1.7443,158.394,171.958,157.193,-1.44198,2.74966,-2.49836,3.98519,-0.360694,24.3396,69.8188,73.9406,0.008557,s20140924_123536_3967
19242394,83,0.587796,0.051093,0.140888,0.35561,0.13225,-0.0622011,400.002,0.38447,1.0943,-0.3022,-1.31878,1.74012,159.6,170.079,157.658,-1.30698,2.70938,-1.71153,3.46096,21.527,-28.8044,66.8591,75.9161,0.009112,s20140924_123536_3967
19242395,84,0.591407,0.0524057,0.1402,0.367037,0.130654,-0.0751386,400.002,0.396778,1.2008,-0.06865,-1.17446,1.68107,160.406,168.43,157.675,-1.01144,2.17357,-1.16118,2.66379,31.1154,-64.2869,42.6329,83.1778,0.0098,s20140924_123536_3967
19242396,85,0.59514,0.0537121,0.139393,0.379626,0.130877,-0.0856904,400.001,0.410594,1.33265,0.079,-0.928175,1.62595,160.978,167.28,157.605,-0.68467,1.42364,-0.858867,1.79811,26.6256,-63.3637,21.3975,71.9843,0.010607,s20140924_123536_3967
19242397,86,0.599005,0.055027,0.138495,0.39369,0.132234,-0.0937021,400.001,0.425744,1.50245,0.16675,-0.77328,1.69798,161.434,166.612,157.625,-0.478927,0.9063,-0.733231,1.26031,15.399,-35.7948,13.6162,41.2771,0.011505,s20140924_123536_3967
19242398,87,0.603021,0.0563589,0.137521,0.409675,0.134212,-0.101156,400.001,0.442808,1.51725,0.21895,-0.711845,1.69018,161.861,166.13,157.695,-0.376689,0.707745,-0.586543,0.993393,9.29089,-9.84549,23.9799,27.5371,0.012479,s20140924_123536_3967
19242399,88,0.607193,0.0577127,0.136474,0.424035,0.136613,-0.107939,400.001,0.458388,1.23455,0.2757,-0.66525,1.42922,162.142,165.719,157.677,-0.293109,0.70939,-0.253632,0.808379,6.75913,12.1892,41.5807,43.8545,0.013526,s20140924_123536_3967
19242400,89,0.611488,0.0590935,0.135363,0.434366,0.139726,-0.114461,400.001,0.470424,0.7791,0.37805,-0.69,1.10726,162.168,165.237,157.421,-0.241507,0.951529,0.245071,1.01183,3.50417,34.7414,55.5625,65.6234,0.014637,s20140924_123536_3967
19242401,90,0.615863,0.0605117,0.134182,0.439617,0.144174,-0.121739,400.001,0.478403,0.23475,0.52345,-0.79435,0.979847,161.843,164.521,156.77,-0.223026,1.40422,0.857618,1.66044,-0.149859,50.5773,59.6662,78.2185,0.015818,s20140924_123536_3967
19242402,91,0.620261,0.0619822,0.132924,0.439061,0.150195,-0.130348,400.001,0.482,-0.32685,0.64655,-0.93785,1.18508,161.115,163.465,155.632,-0.244504,1.96307,1.43839,2.4459,-3.59119,57.4242,54.3989,79.1813,0.017076,s20140924_123536_3967
19242403,92,0.624626,0.0635185,0.13157,0.43308,0.157105,-0.140496,400.001,0.481642,-0.85005,0.7294,-1.0859,1.56006,160.061,162.026,154.05,-0.29485,2.5527,1.9456,3.22313,-3.43434,54.9179,50.4899,74.6793,0.01843,s20140924_123536_3967
19242404,93,0.628906,0.0651269,0.130109,0.42206,0.164783,-0.152066,400.001,0.477925,-1.26965,0.8254,-1.1951,1.92913,158.673,160.186,152.02,-0.31319,3.06143,2.44819,3.93244,0.109055,44.2397,47.9399,65.2334,0.019891,s20140924_123536_3967
19242405,94,0.633056,0.066818,0.128527,0.407687,0.173613,-0.164398,400.001,0.472628,-1.55075,0.92825,-1.2554,2.20057,156.933,158.038,149.609,-0.292669,3.43749,2.90439,4.50972,0.0867237,31.1089,33.8179,45.9502,0.021473,s20140924_123536_3967
19242406,95,0.637052,0.0686022,0.12682,0.391045,0.183348,-0.177174,400.001,0.466823,-1.68895,0.94965,-1.2875,2.32638,154.88,155.626,146.895,-0.311456,3.68361,3.12455,4.84033,-2.73942,14.0898,8.9867,16.9348,0.02318,s20140924_123536_3967
19242407,96,0.640876,0.0704834,0.124982,0.373908,0.192606,-0.190148,400.001,0.461585,-1.69715,0.8841,-1.25725,2.28968,152.746,153.045,144.101,-0.347457,3.71929,3.08413,4.84414,5.95114,-14.5784,-4.68864,16.4295,0.025018,s20140924_123536_3967
