id,timestep,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,odor,velocity_a,acceleration_x,acceleration_y,acceleration_z,acceleration_a,heading_xy,heading_xz,heading_xyz,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_a,angular_acceleration_x,angular_acceleration_y,angular_acceleration_z,angular_acceleration_a,distance_from_wall,trajectory_id
19689484,28,0.569452,0.00803543,-0.0358296,-0.0806591,-0.201942,0.216917,476.274,0.307147,0.64421,-1.7195,-4.43935,4.80411,68.2274,69.6027,74.7752,13.6407,-2.33744,2.89612,14.1393,377.811,-42.7998,98.824,392.86,0.11417,s20140923_130041_1978
19689485,29,0.568683,0.00592901,-0.0338966,-0.0728316,-0.219392,0.168283,485.411,0.285931,0.87126,-1.7401,-5.2469,5.59616,71.6354,66.5974,75.2432,17.7643,-2.89706,3.91133,18.4191,400.53,-60.1649,92.2236,415.39,0.116103,s20140923_130041_1978
19689486,30,0.568001,0.00364791,-0.0324895,-0.0632339,-0.236744,0.111979,491.868,0.269417,1.01647,-1.677,-5.89298,6.2107,75.0455,60.5468,76.4257,21.6513,-3.54073,4.7406,22.4452,297.158,-50.9379,56.5549,306.751,0.11751,s20140923_130041_1978
19689487,31,0.567422,0.00119801,-0.0316746,-0.0525021,-0.252932,0.0504233,494.426,0.263199,1.08871,-1.5109,-6.29227,6.56208,78.2734,43.8429,78.4936,23.7074,-3.91582,5.04243,24.552,73.9032,-14.5067,-7.11299,75.6486,0.118325,s20140923_130041_1978
19689488,32,0.566952,-0.00140354,-0.0314901,-0.0414596,-0.266962,-0.0138665,492.316,0.270518,1.0753,-1.2765,-6.48806,6.6993,81.1724,18.4929,81.1841,23.1293,-3.83087,4.59834,23.8911,-177.288,30.2772,-65.0411,191.254,0.11851,s20140923_130041_1978
19689489,33,0.566591,-0.00413281,-0.0319558,-0.0309961,-0.278462,-0.0793378,485.475,0.291198,1.0256,-1.00245,-6.42368,6.58182,83.6485,68.6601,83.8897,20.1617,-3.31027,3.74161,20.7714,-364.248,60.5855,-82.4441,378.344,0.118044,s20140923_130041_1978
19689490,34,0.566331,-0.00696295,-0.0330687,-0.0209476,-0.287011,-0.14234,474.675,0.321053,0.99595,-0.6942,-5.95116,6.07373,85.8256,81.6281,86.259,15.8444,-2.61916,2.94945,16.328,-426.147,65.6471,-72.3936,437.209,0.116931,s20140923_130041_1978
19689491,35,0.566171,-0.00986231,-0.0347794,-0.0110771,-0.292346,-0.198361,461.462,0.353463,0.948147,-0.35615,-5.1087,5.20813,87.8301,86.8037,88.2041,11.6388,-1.99733,2.29373,12.0296,-377.278,56.5758,-61.3641,386.4,0.115221,s20140923_130041_1978
19689492,36,0.566107,-0.012798,-0.037003,-0.00198466,-0.294134,-0.244514,447.689,0.382499,0.837999,0.03505,-4.00225,4.08919,89.6134,89.535,89.7027,8.29882,-1.48764,1.72217,8.60519,-292.832,44.9701,-51.2786,300.67,0.112997,s20140923_130041_1978
19689493,37,0.566127,-0.0157307,-0.0396288,0.00568287,-0.291645,-0.278406,435.012,0.403236,0.682033,0.5079,-2.6658,2.79815,91.1163,91.1694,90.8075,5.78212,-1.09793,1.26816,6.02051,-216.879,30.8598,-36.8594,222.143,0.110371,s20140923_130041_1978
19689494,38,0.566215,-0.0186137,-0.0425229,0.011656,-0.283976,-0.29783,424.51,0.411681,0.530581,1.1167,-1.1466,1.68619,92.3504,92.2412,91.6224,3.96124,-0.870445,0.984984,4.17364,-143.874,11.6742,-16.9265,145.336,0.107477,s20140923_130041_1978
19689495,39,0.566355,-0.0213869,-0.0455323,0.0162945,-0.269311,-0.301338,416.575,0.404473,0.43321,1.9502,0.44945,2.04767,93.4624,93.0952,92.3088,2.90464,-0.864443,0.929632,3.16992,-60.6842,-16.682,11.4759,63.9731,0.104468,s20140923_130041_1978
19689496,40,0.566539,-0.0239676,-0.0484963,0.0203202,-0.244972,-0.288841,411.045,0.37928,0.428315,3.0497,2.03275,3.69001,94.7418,94.0242,93.0711,2.74755,-1.20408,1.2145,3.23634,50.2994,-69.3216,62.1018,105.793,0.101504,s20140923_130041_1978
19689497,41,0.566763,-0.0262453,-0.0512569,0.0248608,-0.208317,-0.260683,407.451,0.334619,0.55276,4.36215,3.5023,5.62139,96.8056,95.4477,94.2608,3.91063,-2.25088,2.17167,5.00755,235.417,-183.126,168.151,342.39,0.0987431,s20140923_130041_1978
19689498,42,0.567042,-0.0280875,-0.0536642,0.0313754,-0.157729,-0.218795,405.264,0.27154,0.77457,5.60779,4.67385,7.34113,101.25,98.1606,96.6351,7.45589,-4.86661,4.57752,10.0114,652.77,-486.311,440.544,925.574,0.0963358,s20140923_130041_1978
19689499,43,0.567399,-0.0293633,-0.0556005,0.0403522,-0.0961612,-0.167206,404.032,0.197061,1.01093,6.44598,5.42195,8.48352,112.764,103.568,101.816,16.966,-11.9771,10.9826,23.4928,1672.9,-1257.8,1119.42,2373.55,0.0943995,s20140923_130041_1978
19689500,44,0.567857,-0.0299915,-0.0569908,0.051594,-0.0288094,-0.110356,403.434,0.125181,1.21632,6.83986,5.73884,9.01096,150.822,115.057,114.34,40.9139,-30.0226,26.9659,57.4671,1873.97,-1400.37,1259.64,2656.97,0.0930092,s20140923_130041_1978
19689501,45,0.568437,-0.0299325,-0.057804,0.0646785,0.040636,-0.0524292,403.295,0.0926467,1.30319,6.86867,5.62647,8.97408,147.86,140.971,134.276,54.4455,-39.9845,36.1754,76.6272,-296.871,225.753,-129.112,394.673,0.092196,s20140923_130041_1978
19689502,46,0.56915,-0.0291838,-0.0580504,0.0776579,0.108564,0.00217349,403.564,0.133498,1.13133,6.5408,5.07799,8.35751,125.577,178.397,125.571,34.9765,-25.5075,24.3836,49.6845,-2070.68,1505.08,-1242.24,2845.37,0.0919496,s20140923_130041_1978
19689503,47,0.569979,-0.027778,-0.057786,0.087305,0.171452,0.0491306,404.288,0.198574,0.66469,5.8425,4.17933,7.21411,116.986,150.632,116.082,13.0319,-9.88284,11.3306,19.8968,-1514.09,1046.73,-867.141,2034.71,0.092214,s20140923_130041_1978
19689504,48,0.570876,-0.0257845,-0.0571022,0.0909517,0.225414,0.0857601,405.6,0.257757,-0.01766,4.80015,3.02462,5.67363,111.973,136.683,110.662,4.69473,-4.57298,7.0408,9.61902,-614.973,359.555,-267.219,760.84,0.0928978,s20140923_130041_1978
19689505,49,0.571773,-0.0233095,-0.0561134,0.0869518,0.267455,0.109623,407.689,0.301844,-0.813765,3.56975,1.64355,4.0133,108.01,128.421,106.742,0.732456,-2.69174,5.98625,6.60433,-342.372,131.629,-41.545,369.148,0.0938866,s20140923_130041_1978
19689506,50,0.572588,-0.0204777,-0.0549593,0.0746764,0.296809,0.118631,410.734,0.328246,-1.61152,2.353,0.1518,2.85598,104.122,122.19,103.15,-2.1527,-1.94041,6.2099,6.85289,-276.715,50.5898,51.8049,286.032,0.0950407,s20140923_130041_1978
19689507,51,0.573241,-0.0174121,-0.0537907,0.0547214,0.314515,0.112659,414.781,0.338535,-2.2902,1.2786,-1.26454,2.91186,99.8699,115.907,99.3022,-4.80184,-1.67994,7.02235,8.6714,-261.738,13.8067,91.1671,277.505,0.0962093,s20140923_130041_1978
19689508,52,0.573663,-0.0142202,-0.0527506,0.0288724,0.322381,0.0933401,419.625,0.336861,-2.75631,0.39235,-2.44918,3.70805,95.1178,107.188,94.9169,-7.38746,-1.66427,8.03324,11.0398,-247.697,-5.12965,96.9936,266.06,0.0972494,s20140923_130041_1978
19689509,53,0.573807,-0.0109908,-0.0519584,-0.000404778,0.322362,0.0636754,424.742,0.328591,-2.98343,-0.29405,-3.30018,4.45854,89.9281,89.6358,89.9294,-9.75578,-1.78254,8.96222,13.3669,-204.957,-13.7017,73.3995,218.134,0.0980416,s20140923_130041_1978
19689510,54,0.573651,-0.00779248,-0.0514994,-0.0307963,0.3165,0.0273364,429.381,0.319168,-2.98506,-0.7759,-3.76324,4.86565,84.4425,41.5939,84.4629,-11.4866,-1.93831,9.50123,15.0324,-117.232,-11.7151,19.7846,119.465,0.0985006,s20140923_130041_1978
19689511,55,0.573194,-0.00467345,-0.0514203,-0.060106,0.306844,-0.0115894,432.788,0.31289,-2.79183,-1.05825,-3.83688,4.86167,78.917,10.9136,78.9247,-12.1004,-2.01684,9.35791,15.4291,0.288936,-0.338134,-49.7992,49.8012,0.0985797,s20140923_130041_1978
19689512,56,0.572458,-0.00166177,-0.0517274,-0.0866329,0.295335,-0.0494012,434.456,0.311719,-2.46415,-1.1721,-3.59453,4.51292,73.6516,29.6933,73.8639,-11.4808,-1.94507,8.50525,14.4198,105.954,14.3525,-107.556,151.66,0.0982726,s20140923_130041_1978
19689513,57,0.571474,0.00123184,-0.0523959,-0.109389,0.283402,-0.0834799,434.252,0.315042,-2.05871,-1.19875,-3.13944,3.94098,68.8941,37.349,69.6826,-9.98133,-1.72979,7.20679,12.4321,163.502,24.8499,-132.702,212.038,0.0976041,s20140923_130041_1978
19689514,58,0.570285,0.0040059,-0.0533791,-0.127807,0.27136,-0.11219,432.391,0.320246,-1.62155,-1.22985,-2.58,3.28609,64.7802,41.2769,66.4787,-8.21078,-1.44807,5.85121,10.1858,166.923,27.3904,-124.854,210.243,0.0966209,s20140923_130041_1978
19689515,59,0.568933,0.00665733,-0.0546203,-0.14182,0.258805,-0.13508,429.317,0.324561,-1.2012,-1.28615,-2.01705,2.67686,61.2781,43.6056,64.0899,-6.64286,-1.18198,4.70972,8.22837,141.89,25.9597,-99.9374,175.482,0.0953797,s20140923_130041_1978
19689516,60,0.567462,0.00917996,-0.0560626,-0.151831,0.245637,-0.152531,425.551,0.326582,-0.83405,-1.3424,-1.48685,2.16988,58.2793,45.1318,62.2957,-5.37299,-0.928877,3.85246,6.67633,113.674,27.47,-69.9023,136.245,0.0939374,s20140923_130041_1978
19689517,61,0.565907,0.0115684,-0.0576537,-0.158501,0.231957,-0.164817,421.575,0.325717,-0.549,-1.40265,-0.9929,1.80407,55.6544,46.1191,60.8812,-4.36938,-0.632579,3.31167,5.51895,85.3632,35.0313,-33.9248,98.3105,0.0923463,s20140923_130041_1978
19689518,62,0.564299,0.0138168,-0.0593432,-0.162811,0.217584,-0.172389,417.759,0.32182,-0.3798,-1.50125,-0.54915,1.64304,53.1937,46.6367,59.6084,-3.66573,-0.228251,3.17397,4.85425,55.8265,52.2422,11.7595,77.3572,0.0906568,s20140923_130041_1978
19689519,63,0.562655,0.0159158,-0.0610876,-0.166097,0.201932,-0.1758,414.339,0.315072,-0.3607,-1.6673,-0.1425,1.71181,50.5614,46.6256,58.1855,-3.25285,0.412266,3.54686,4.83024,31.2394,85.4498,66.6639,112.79,0.0889124,s20140923_130041_1978
19689520,64,0.560975,0.0178486,-0.062846,-0.170025,0.184238,-0.175239,411.436,0.305877,-0.5082,-1.9088,0.2758,1.99445,47.2975,45.8652,56.23,-3.04094,1.48075,4.50725,5.63517,19.1804,138.932,124.584,187.593,0.087154,s20140923_130041_1978
19689521,65,0.559246,0.0195912,-0.0645777,-0.176261,0.163756,-0.170284,409.079,0.294755,-0.79025,-2.21385,0.783,2.47764,42.8937,44.0119,53.2738,-2.86924,3.19091,6.03853,7.40799,18.6277,207.003,176.495,272.668,0.0854223,s20140923_130041_1978
19689522,66,0.557439,0.0211127,-0.0662325,-0.18583,0.139961,-0.159579,407.242,0.282112,-1.14265,-2.5542,1.39495,3.12658,36.9858,40.6539,48.7985,-2.66839,5.62081,8.03715,10.1641,18.1157,265.941,210.056,339.376,0.0837675,s20140923_130041_1978
19689523,67,0.555517,0.0223788,-0.0677477,-0.199114,0.112672,-0.142385,405.87,0.269471,-1.50105,-2.87857,2.01585,3.82138,29.5041,35.5683,42.3617,-2.50692,8.50973,10.2396,13.5481,14.8675,280.81,200.85,345.566,0.0822523,s20140923_130041_1978
19689524,68,0.553445,0.0233561,-0.0690604,-0.215851,0.0823896,-0.119262,404.891,0.260006,-1.81435,-3.11094,2.53904,4.40642,20.8917,28.9215,33.8831,-2.37103,11.237,12.0542,16.6492,15.6708,220.025,125.388,253.73,0.0809396,s20140923_130041_1978
19689525,69,0.551191,0.0240211,-0.0701178,-0.235401,0.0504532,-0.0916042,404.232,0.257586,-2.05165,-3.19991,2.88894,4.77438,12.0971,21.2631,23.9537,-2.19351,12.9102,12.7474,18.2752,21.8069,84.9166,-5.03081,87.8162,0.0798822,s20140923_130041_1978
19689526,70,0.548731,0.0243648,-0.0708843,-0.256884,0.0183913,-0.0614832,403.827,0.264779,-2.19565,-3.13557,3.0428,4.88992,4.09504,13.4601,14.0266,-1.9349,12.9353,11.9535,17.7187,29.4428,-68.6377,-138.522,157.373,0.0791157,s20140923_130041_1978
19689527,71,0.54605,0.0243936,-0.0713454,-0.279314,-0.0122581,-0.0307482,403.629,0.281269,-2.24725,-2.92287,3.02695,4.7703,2.5129,6.28209,6.75861,-1.60465,11.5375,9.97697,15.3371,32.9622,-175.14,-221.448,284.253,0.0786546,s20140923_130041_1978
19689528,72,0.543144,0.0241291,-0.0715024,-0.301829,-0.0400661,-0.00094412,403.605,0.304478,-2.2153,-2.58039,2.87015,4.45013,7.56148,0.17922,7.56356,-1.27565,9.43253,7.52459,12.1334,29.4667,-210.794,-238.062,319.337,0.0784976,s20140923_130041_1978
19689529,73,0.540016,0.0236057,-0.0713717,-0.32362,-0.0638659,0.0266547,403.736,0.330937,-2.1124,-2.15146,2.6227,3.9962,11.1638,4.70849,12.0707,-1.01532,7.32159,5.21573,9.04657,21.481,-190.668,-205.557,281.193,0.0786283,s20140923_130041_1978
19689530,74,0.536676,0.022867,-0.0709784,-0.344077,-0.0830954,0.0515099,404.015,0.357697,-1.9457,-1.71518,2.35485,3.50327,13.5771,8.51421,15.8619,-0.846033,5.61917,3.41345,6.62891,13.7821,-146.243,-149.963,209.919,0.0790216,s20140923_130041_1978
19689531,75,0.533141,0.0219576,-0.0703502,-0.362534,-0.0981695,0.0737516,404.442,0.382763,-1.72775,-1.34883,2.10905,3.0418,15.1516,11.499,18.7107,-0.739673,4.39673,2.21647,4.97906,9.53119,-103.306,-94.3935,140.261,0.0796498,s20140923_130041_1978
19689532,76,0.529433,0.0209142,-0.0695111,-0.378632,-0.110072,0.0936909,405.03,0.405285,-1.4822,-1.08487,1.89467,2.63887,16.2097,13.8984,20.8949,-0.65541,3.55306,1.52558,3.92188,7.68454,-69.975,-52.8452,88.0237,0.0804889,s20140923_130041_1978
19689533,77,0.525577,0.0197632,-0.068483,-0.392178,-0.119867,0.111645,405.8,0.425013,-1.2117,-0.8999,1.71606,2.28536,16.9955,15.8906,22.6696,-0.585983,2.99723,1.15956,3.2667,5.91406,-47.4078,-30.4947,56.6781,0.081517,s20140923_130041_1978
19689534,78,0.521599,0.0185222,-0.0672835,-0.402866,-0.12807,0.128012,406.783,0.44169,-0.92115,-0.7326,1.5462,1.94318,17.6353,17.6278,24.2026,-0.537128,2.6049,0.915685,2.81291,4.61982,-37.7357,-23.2603,44.5687,0.0827165,s20140923_130041_1978
19689535,79,0.51753,0.0172076,-0.0659288,-0.410601,-0.134519,0.142569,408.016,0.454988,-0.6192,-0.5501,1.33845,1.574,18.1396,19.148,25.519,-0.493586,2.24251,0.694357,2.39888,4.54541,-37.211,-22.049,43.4911,0.0840712,s20140923_130041_1978
19689536,80,0.513398,0.0158381,-0.0644399,-0.41525,-0.139072,0.154781,409.535,0.464468,-0.30685,-0.3473,1.0749,1.17055,18.5163,20.4425,26.6155,-0.44622,1.86068,0.474705,1.97144,4.95666,-42.3501,-24.6511,49.2522,0.0855601,s20140923_130041_1978
19689537,81,0.509235,0.0144334,-0.0628429,-0.416738,-0.141465,0.164067,411.369,0.469682,0.00375,-0.10425,0.7326,0.73999,18.7502,21.4892,27.4669,-0.394453,1.39551,0.201336,1.4641,6.27863,-54.4999,-30.9174,62.9725,0.0871571,s20140923_130041_1978
19689538,82,0.505073,0.0130178,-0.0611716,-0.415175,-0.141157,0.169433,413.525,0.47011,0.29945,0.1774,0.28665,0.450898,18.7777,22.2004,27.9759,-0.320648,0.770682,-0.143642,0.846994,9.63839,-71.8898,-36.178,81.0549,0.0888284,s20140923_130041_1978
19689539,83,0.500941,0.01162,-0.0594709,-0.410749,-0.137917,0.1698,415.978,0.465369,0.56465,0.46185,-0.25185,0.771728,18.5605,22.4598,28.0385,-0.201685,-0.0422842,-0.522224,0.561412,14.2331,-94.4611,-42.117,104.4,0.0905291,s20140923_130041_1978
19689540,84,0.496866,0.0102687,-0.0577949,-0.403882,-0.13192,0.164396,418.653,0.455576,0.7595,0.7486,-0.8727,1.37799,18.0886,22.1483,27.5596,-0.0359855,-1.11854,-0.985983,1.49151,17.8088,-125.668,-56.9543,139.117,0.0922051,s20140923_130041_1978
19689541,85,0.492868,0.00899155,-0.0562051,-0.395559,-0.122945,0.152346,421.427,0.441352,0.83645,1.068,-1.56175,2.06866,17.2659,21.0637,26.3314,0.154491,-2.55565,-1.66131,3.05207,19.3795,-158.775,-77.8493,177.892,0.0937949,s20140923_130041_1978
19689542,86,0.488955,0.00782111,-0.0547717,-0.387153,-0.11056,0.133161,424.112,0.424079,0.7765,1.39251,-2.24175,2.7509,15.9379,18.9806,24.087,0.351604,-4.29404,-2.54297,5.00291,20.7406,-181.004,-89.4416,202.959,0.0952283,s20140923_130041_1978
19689543,87,0.485121,0.00679061,-0.0535635,-0.380029,-0.0950949,0.107511,426.489,0.406231,0.58485,1.64038,-2.83639,3.32836,14.0487,15.7963,20.691,0.569302,-6.17572,-3.45014,7.09698,21.6496,-181.437,-83.1223,200.742,0.0964365,s20140923_130041_1978
19689544,88,0.481346,0.00592547,-0.0526396,-0.375456,-0.0777525,0.0764333,428.346,0.390966,0.273,1.77493,-3.29067,3.74879,11.6999,11.5067,16.1929,0.784597,-7.92277,-4.20541,9.00397,17.1261,-143.591,-64.5073,158.344,0.0973604,s20140923_130041_1978
19689545,89,0.4776,0.00523827,-0.052047,-0.374569,-0.0595963,0.0416976,429.509,0.381566,-0.1328,1.8368,-3.5317,3.98302,9.04034,6.3521,10.9891,0.911824,-9.04754,-4.74029,10.2547,6.73529,-62.9105,-39.5153,74.5959,0.097953,s20140923_130041_1978
19689546,90,0.47384,0.00473496,-0.0518095,-0.378112,-0.0410164,0.00579925,429.883,0.380374,-0.5772,1.86736,-3.53708,4.04118,6.19106,0.878699,6.25215,0.919303,-9.18098,-4.99572,10.4925,-2.87032,36.6562,-12.4582,38.8217,0.0981905,s20140923_130041_1978
19689547,91,0.470022,0.00441857,-0.0519275,-0.386113,-0.0222491,-0.029044,429.46,0.387843,-0.99925,1.90112,-3.33263,3.96474,3.29792,4.30177,5.41296,0.854418,-8.31441,-4.98945,9.73417,-6.3222,125.873,6.8379,126.217,0.0980725,s20140923_130041_1978
19689548,92,0.466105,0.0042916,-0.0523803,-0.398097,-0.00299403,-0.0608533,428.313,0.402732,-1.3535,1.97822,-2.9182,3.7764,0.430905,8.69098,8.70134,0.792859,-6.66352,-4.85896,8.28496,-2.70062,188.078,15.1983,188.71,0.0976197,s20140923_130041_1978
19689549,93,0.46205,0.0043622,-0.053127,-0.413183,0.0173154,-0.0874079,426.582,0.422682,-1.59445,2.09423,-2.28514,3.48567,2.39971,11.9447,12.1699,0.800406,-4.55286,-4.68549,6.58202,5.68871,215.375,17.0265,216.122,0.096873,s20140923_130041_1978
