id,timestep,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,odor,velocity_a,acceleration_x,acceleration_y,acceleration_z,acceleration_a,heading_xy,heading_xz,heading_xyz,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_a,angular_acceleration_x,angular_acceleration_y,angular_acceleration_z,angular_acceleration_a,distance_from_wall,trajectory_id
19689856,400,0.48553,0.0161347,-0.0155755,-0.050581,0.0363475,-0.141447,520.836,0.154554,-0.873455,3.2219,1.7428,3.76576,35.701,70.3231,70.8968,21.4773,8.72644,-5.43778,23.8116,180.388,-99.6917,-97.2725,227.904,0.133865,s20140923_130041_1978
19689857,401,0.484985,0.0166614,-0.0169005,-0.057757,0.0690873,-0.123492,512.802,0.152837,-0.529015,3.26283,1.7708,3.74988,50.1044,64.9346,67.7964,22.1371,7.07851,-6.39342,24.1046,-89.4265,-209.461,-78.5695,240.923,0.133099,s20140923_130041_1978
19689858,402,0.484387,0.0175157,-0.018047,-0.0611613,0.101604,-0.106031,503.441,0.159081,-0.13837,3.17078,1.6259,3.56603,58.9538,60.0226,67.3893,19.6888,4.53722,-7.00918,21.386,-360.429,-258.815,-38.3934,445.385,0.131953,s20140923_130041_1978
19689859,403,0.483775,0.0186881,-0.0190291,-0.0605244,0.132503,-0.090974,492.914,0.171745,0.26509,2.92505,1.27896,3.20343,65.4501,56.3644,69.3654,14.9285,1.90221,-7.16129,16.6662,-513.699,-237.924,1.59729,566.125,0.130971,s20140923_130041_1978
19689860,404,0.48319,0.0201547,-0.0198816,-0.0558595,0.160105,-0.0804517,481.443,0.187687,0.648445,2.52515,0.746745,2.71192,70.7665,55.2268,72.6852,9.41477,-0.221264,-6.97723,11.7204,-525.351,-175.264,26.8935,554.468,0.129845,s20140923_130041_1978
19689861,405,0.48267,0.0218746,-0.0206585,-0.0475555,0.183006,-0.0760391,469.403,0.203801,0.970665,1.9991,0.128575,2.22601,75.4334,57.9778,76.506,4.42149,-1.60308,-6.62342,8.12337,-446.609,-105.219,38.8217,460.476,0.128125,s20140923_130041_1978
19689862,406,0.482248,0.0237954,-0.0214232,-0.0364462,0.200087,-0.0778802,457.327,0.217781,1.20205,1.3868,-0.448985,1.88937,79.6767,64.9215,80.3661,0.482587,-2.32564,-6.2008,6.64013,-344.384,-48.3524,46.7387,350.888,0.126205,s20140923_130041_1978
19689863,407,0.481947,0.0258549,-0.0222338,-0.0235145,0.210742,-0.0850188,445.862,0.228459,1.31022,0.76975,-0.929735,1.78146,83.6333,74.5396,84.0923,-2.46619,-2.57012,-5.68865,6.7118,-254.227,-4.91535,63.7658,262.148,0.124145,s20140923_130041_1978
19689864,408,0.481779,0.0279906,-0.023138,-0.0102418,0.215482,-0.0964749,435.58,0.236315,1.25567,0.22115,-1.29176,1.81501,87.2788,83.9402,87.516,-4.60194,-2.42395,-4.92548,7.16336,-171.481,31.7508,92.3803,197.353,0.122009,s20140923_130041_1978
19689865,409,0.481738,0.0301477,-0.024173,0.001599,0.215165,-0.110854,426.842,0.242048,1.03597,-0.22855,-1.48246,1.82295,90.4258,90.8264,90.3785,-5.89582,-1.93511,-3.84104,7.29787,-84.6425,62.0691,121.25,160.37,0.119852,s20140923_130041_1978
19689866,410,0.481801,0.0322807,-0.025358,0.0104776,0.210911,-0.126124,419.773,0.245968,0.68508,-0.5391,-1.4764,1.71456,92.844,94.7489,92.4414,-6.29479,-1.18257,-2.50048,6.8757,2.66155,84.297,142.074,165.221,0.117719,s20140923_130041_1978
19689867,411,0.481934,0.0343583,-0.0266921,0.0153006,0.204383,-0.140382,414.286,0.248422,0.248145,-0.6807,-1.2897,1.47927,94.2813,96.2203,93.5311,-5.84258,-0.249169,-0.999564,5.93271,79.8927,97.3679,150.817,196.492,0.115642,s20140923_130041_1978
19689868,412,0.482091,0.0363665,-0.0281566,0.0154405,0.197297,-0.151918,410.16,0.249487,-0.21521,-0.67365,-0.9577,1.19051,94.4749,95.8034,93.5482,-4.69694,0.764791,0.515856,4.78667,138.541,99.2501,143.252,222.632,0.113633,s20140923_130041_1978
19689869,413,0.482227,0.0383066,-0.0297174,0.0109964,0.19091,-0.159536,407.129,0.249037,-0.635254,-0.5583,-0.5295,0.997806,93.2966,93.943,92.5308,-3.07177,1.73583,1.86547,3.9911,177.505,90.6376,120.853,233.085,0.111693,s20140923_130041_1978
19689870,414,0.482299,0.0401901,-0.0313318,0.00273542,0.186131,-0.162508,404.941,0.247105,-0.96324,-0.37735,-0.04915,1.03568,90.842,90.9643,90.6343,-1.14684,2.57754,2.93292,4.06952,195.38,76.7689,91.4112,228.96,0.10981,s20140923_130041_1978
19689871,415,0.482273,0.0420359,-0.0329511,-0.0082684,0.183363,-0.160519,403.382,0.243837,-1.18454,-0.18915,0.431,1.27462,87.4181,87.0513,88.0568,0.835827,3.27121,3.69369,5.00428,191.449,63.3929,62.9204,211.259,0.107964,s20140923_130041_1978
19689872,416,0.482128,0.0438632,-0.0345267,-0.0209553,0.182348,-0.153888,402.285,0.239523,-1.30692,-0.05705,0.8838,1.57873,83.4444,82.2456,84.9809,2.68215,3.8454,4.19133,6.28874,173.779,53.437,40.2103,186.203,0.106137,s20140923_130041_1978
19689873,417,0.481851,0.0456858,-0.0360141,-0.0344067,0.182222,-0.142843,401.524,0.234079,-1.34653,-0.007,1.2926,1.86655,79.3074,76.4571,81.5476,4.3114,4.33995,4.4979,7.59305,144.641,46.9034,26.548,154.355,0.104314,s20140923_130041_1978
19689874,418,0.481439,0.047508,-0.037371,-0.047886,0.182208,-0.128036,401.005,0.227785,-1.33379,-0.03015,1.6021,2.08486,75.2751,69.494,77.8645,5.57496,4.78347,4.72229,8.7328,97.4402,39.4933,22.9742,107.62,0.102492,s20140923_130041_1978
19689875,419,0.480894,0.0493281,-0.0385667,-0.0610825,0.181619,-0.110801,400.656,0.221345,-1.2949,-0.1214,1.76072,2.18897,71.4111,61.1329,73.9807,6.26021,5.12982,4.95738,9.49109,35.716,21.7944,19.3688,46.1061,0.100672,s20140923_130041_1978
19689876,420,0.480219,0.0511362,-0.0395846,-0.0737839,0.17978,-0.0928217,400.426,0.215362,-1.21881,-0.2446,1.75119,2.14755,67.6862,51.5188,69.9644,6.28928,5.21936,5.10967,9.63875,-28.4022,-11.8822,1.63428,30.8308,0.0988638,s20140923_130041_1978
19689877,421,0.479422,0.0529196,-0.0404263,-0.0854587,0.176727,-0.0757773,400.276,0.210423,-1.0857,-0.3461,1.57922,1.94742,64.1933,41.5638,66.0382,5.69216,4.89217,4.99007,9.01304,-92.5052,-58.5493,-30.2441,113.578,0.0970804,s20140923_130041_1978
19689878,422,0.478516,0.0546681,-0.0411085,-0.0954978,0.172858,-0.0612374,400.179,0.20676,-0.897765,-0.398,1.24402,1.58492,61.0809,32.6698,62.4917,4.43918,4.04837,4.50479,7.50924,-152.058,-108.21,-66.5447,198.139,0.0953319,s20140923_130041_1978
19689879,423,0.477519,0.056376,-0.041665,-0.103414,0.168767,-0.0508969,400.116,0.20437,-0.66846,-0.3915,0.77757,1.0976,58.5016,26.2049,59.6014,2.651,2.72797,3.65918,5.27818,-195.301,-149.05,-95.9849,263.764,0.093624,s20140923_130041_1978
19689880,424,0.476456,0.0580446,-0.0421435,-0.108867,0.165028,-0.045686,400.075,0.202912,-0.4156,-0.35,0.231695,0.590683,56.5876,22.7653,57.5528,0.533153,1.06737,2.58509,2.84714,-227.233,-181.038,-110.386,310.797,0.0919554,s20140923_130041_1978
19689881,425,0.47535,0.0596782,-0.042598,-0.111726,0.161767,-0.046263,400.048,0.201969,-0.15385,-0.3085,-0.38871,0.519555,55.3687,22.4932,56.4143,-1.89366,-0.892781,1.45146,2.5475,-249.746,-203.729,-108.915,340.208,0.0903218,s20140923_130041_1978
19689882,426,0.47423,0.0612811,-0.0430908,-0.111944,0.158858,-0.0534602,400.031,0.201557,0.0999,-0.28965,-1.04598,1.08994,54.8284,25.5274,56.262,-4.46177,-3.00722,0.406784,5.39595,-241.949,-199.848,-90.3695,326.566,0.0887189,s20140923_130041_1978
19689883,427,0.47312,0.0628554,-0.043689,-0.109728,0.155974,-0.0671827,400.019,0.202192,0.3169,-0.3167,-1.63552,1.69577,54.8735,31.4777,57.1329,-6.73265,-4.88974,-0.355926,8.32855,-189.245,-154.874,-55.2795,250.71,0.0871446,s20140923_130041_1978
19689884,428,0.472042,0.0643987,-0.044452,-0.105606,0.152524,-0.0861706,400.012,0.204552,0.46345,-0.39105,-2.05222,2.13993,55.3017,39.2132,58.917,-8.24667,-6.10471,-0.698806,10.2841,-95.6543,-73.0402,-15.6104,121.36,0.0856013,s20140923_130041_1978
19689885,429,0.471011,0.0659028,-0.0454226,-0.100459,0.148153,-0.108227,400.007,0.209176,0.526115,-0.48535,-2.20277,2.31615,55.8597,47.1318,61.2975,-8.64574,-6.35054,-0.668133,10.7482,22.5654,22.4122,9.3589,33.1525,0.0840972,s20140923_130041_1978
19689886,430,0.470033,0.0673585,-0.0466164,-0.0950837,0.142817,-0.130226,400.005,0.215398,0.538905,-0.5615,-2.0057,2.1514,56.3454,53.8652,63.8047,-7.79536,-5.65646,-0.511627,9.64495,144.298,100.488,7.17985,175.987,0.0826415,s20140923_130041_1978
19689887,431,0.469109,0.0687573,-0.0480142,-0.0896809,0.136923,-0.148341,400.003,0.220897,0.55815,-0.569,-1.4078,1.61777,56.7763,58.8446,66.0472,-5.75977,-4.34077,-0.524536,7.23135,256.16,141.097,-21.2397,293.219,0.0812427,s20140923_130041_1978
19689888,432,0.468241,0.0700983,-0.0495563,-0.0839207,0.131437,-0.158382,400.002,0.222268,0.644605,-0.4696,-0.4284,0.905299,57.4423,62.0826,67.8171,-2.67217,-2.83453,-0.936421,4.00648,363.018,138.064,-74.6801,395.501,0.0799017,s20140923_130041_1978
19689889,433,0.467436,0.0713913,-0.0511435,-0.0767888,0.127531,-0.156909,400.001,0.216289,0.863085,-0.25065,0.8059,1.20715,58.9471,63.9236,69.2048,1.50059,-1.5795,-2.01814,2.96976,499.925,94.7367,-166.578,535.396,0.0786087,s20140923_130041_1978
19689890,434,0.466715,0.0726583,-0.0526506,-0.066659,0.126424,-0.142264,400.001,0.201657,1.2638,0.07425,2.1277,2.47585,62.1989,64.8942,70.6974,7.32634,-0.939797,-4.26798,8.53077,717.375,16.7917,-326.198,788.235,0.0773417,s20140923_130041_1978
19689891,435,0.466119,0.0739321,-0.0539445,-0.0515128,0.129016,-0.114355,400.0,0.179933,1.85749,0.45895,3.38145,3.88525,68.2344,65.7502,73.3641,15.8481,-1.24367,-8.54211,18.0465,959.445,-82.336,-545.75,1106.87,0.0760679,s20140923_130041_1978
19689892,436,0.465708,0.0752519,-0.0548983,-0.0295091,0.135603,-0.0746349,400.0,0.157573,2.59075,0.81765,4.40814,5.17806,77.723,68.4272,79.2064,26.5152,-2.58652,-15.183,30.6638,866.599,-131.443,-628.403,1078.5,0.0747481,s20140923_130041_1978
19689893,437,0.465555,0.0766548,-0.0554082,0.000302148,0.145369,-0.0261921,400.0,0.14771,3.3584,1.0457,5.08164,6.18024,90.1191,90.6609,90.1172,33.1801,-3.87252,-21.1102,39.5165,159.045,-43.9186,-307.614,349.071,0.0733452,s20140923_130041_1978
19689894,438,0.465739,0.0781639,-0.0554063,0.0376588,0.156517,0.0269979,400.0,0.163232,4.01268,1.0733,5.35303,6.77558,103.529,144.363,103.339,29.6961,-3.46489,-21.3353,36.7295,-641.294,103.672,227.316,688.243,0.0718361,s20140923_130041_1978
19689895,439,0.466327,0.0797823,-0.0548659,0.0805557,0.166835,0.0808686,400.0,0.202146,4.39236,0.8923,5.23686,6.89302,115.773,134.889,113.485,20.3542,-1.79909,-16.5639,26.3038,-853.168,151.143,494.243,997.505,0.0702177,s20140923_130041_1978
19689896,440,0.467357,0.0814913,-0.053799,0.125506,0.174363,0.131735,400.0,0.252009,4.40127,0.56275,4.79477,6.53281,125.746,133.613,119.869,12.6328,-0.442026,-11.4504,17.0556,-611.685,97.0975,433.768,756.136,0.0685087,s20140923_130041_1978
19689897,441,0.468831,0.0832569,-0.0522507,0.168581,0.17809,0.176764,400.0,0.302293,4.0412,0.1611,4.15125,5.7957,133.429,133.643,123.895,8.1205,0.14286,-7.8885,11.3222,-342.057,27.3579,289.958,449.251,0.0667431,s20140923_130041_1978
19689898,442,0.470711,0.085039,-0.0502871,0.20633,0.177585,0.21476,400.0,0.346743,3.4074,-0.2605,3.49635,4.88904,139.282,133.853,126.516,5.79164,0.105131,-5.65124,8.09263,-171.861,-24.2135,181.68,251.257,0.064961,s20140923_130041_1978
19689899,443,0.472933,0.0867946,-0.0479757,0.236729,0.17288,0.246691,400.0,0.383125,2.6802,-0.6274,3.0186,4.08522,143.86,133.819,128.162,4.68329,-0.341409,-4.25491,6.33671,-98.7318,-49.9002,129.033,169.963,0.0632054,s20140923_130041_1978
19689900,444,0.475421,0.0884861,-0.0453649,0.259934,0.165037,0.275132,400.0,0.412917,1.78745,-0.827,2.47955,3.16656,147.588,133.373,129.014,3.81701,-0.892873,-3.07057,4.97947,-104.609,-48.351,128.12,172.325,0.0615139,s20140923_130041_1978
19689901,445,0.478096,0.0900925,-0.0424974,0.272478,0.15634,0.296282,400.0,0.431821,0.5382,-0.8142,1.46545,1.76072,150.154,132.603,129.124,2.5911,-1.30843,-1.6925,3.36011,-126.923,-38.4854,137.304,190.901,0.0599075,s20140923_130041_1978
19689902,446,0.480823,0.0916166,-0.0394826,0.270698,0.148753,0.304441,400.0,0.433693,-0.78295,-0.65735,0.25355,1.05328,151.21,131.642,128.621,1.27855,-1.66258,-0.324485,2.1223,-120.268,-44.7779,129.074,182.015,0.0583834,s20140923_130041_1978
19689903,447,0.483469,0.0930744,-0.036446,0.256819,0.143193,0.301353,400.0,0.421039,-1.81895,-0.42335,-0.63885,1.97381,150.858,130.438,127.587,0.185734,-2.20399,0.888976,2.38377,-109.615,-61.5761,122.53,175.559,0.0569256,s20140923_130041_1978
19689904,448,0.485931,0.0944893,-0.0334775,0.234319,0.140286,0.291664,400.0,0.399567,-2.5122,-0.08965,-1.17965,2.77683,149.091,128.778,125.904,-0.913758,-2.8941,2.12612,3.70556,-126.762,-68.9812,134.135,197.026,0.0555107,s20140923_130041_1978
19689905,449,0.488138,0.0958935,-0.0306268,0.206575,0.1414,0.27776,400.0,0.373922,-2.956,0.34915,-1.5727,3.36649,145.608,126.639,123.536,-2.3495,-3.58361,3.57168,5.57847,-159.746,-67.7241,152.239,230.829,0.0541065,s20140923_130041_1978
19689906,450,0.49005,0.0973332,-0.0279345,0.175199,0.147269,0.26021,400.0,0.346543,-3.2282,0.7879,-1.89915,3.82738,139.95,123.952,120.369,-4.10868,-4.24859,5.17091,7.85303,-195.425,-73.2456,172.183,270.56,0.0526668,s20140923_130041_1978
19689907,451,0.491636,0.0988523,-0.0254322,0.142011,0.157158,0.239777,400.0,0.319936,-3.4795,1.1362,-2.2704,4.30727,132.102,120.637,116.351,-6.25799,-5.04853,7.01535,10.6708,-248.382,-114.797,223.542,353.331,0.0511477,s20140923_130041_1978
19689908,452,0.49288,0.100486,-0.0231541,0.105609,0.169993,0.214802,400.0,0.293583,-3.97568,1.3096,-2.8487,5.06322,121.851,116.181,111.083,-9.07632,-6.54453,9.64174,14.7707,-292.013,-168.217,277.944,436.831,0.049514,s20140923_130041_1978
19689909,453,0.493726,0.102254,-0.0211596,0.0624974,0.18335,0.182803,400.0,0.266346,-4.42333,1.1131,-3.50625,5.75314,108.822,108.875,103.571,-12.0983,-8.41286,12.5742,19.3715,-193.495,-88.9819,147.692,259.174,0.047746,s20140923_130041_1978
19689910,454,0.494122,0.104138,-0.0195185,0.0171424,0.192255,0.144677,400.0,0.24122,-3.81429,0.2285,-3.7456,5.35075,95.0953,96.7573,94.0752,-12.9462,-8.32416,12.5956,19.8883,14.2021,134.98,-206.648,247.234,0.045862,s20140923_130041_1978
19689911,455,0.494117,0.106055,-0.0182616,-0.0137883,0.18792,0.107891,400.0,0.217128,-2.11081,-0.9282,-3.48491,4.17871,85.8035,82.7172,86.3591,-11.8142,-5.71326,8.44128,15.6036,-43.916,229.371,-428.118,487.673,0.043945,s20140923_130041_1978
19689912,456,0.493912,0.107864,-0.0173477,-0.0250738,0.173691,0.0749789,400.0,0.190838,-0.715175,-1.24965,-3.40237,3.69449,81.7856,71.5095,82.4502,-13.8245,-3.73675,4.03322,14.8778,-415.68,89.9363,-331.263,539.086,0.042136,s20140923_130041_1978
19689913,457,0.493643,0.10954,-0.0167694,-0.0280918,0.162927,0.0398436,400.0,0.170064,-0.233915,-0.63275,-3.79923,3.85866,80.2173,54.8142,80.4921,-20.1278,-3.91453,1.81602,20.5852,-526.489,-37.8401,-153.507,549.715,0.04046,s20140923_130041_1978
19689914,458,0.493355,0.111152,-0.0165699,-0.0297521,0.161036,-0.00100566,400.0,0.163764,-0.19946,0.17635,-4.23621,4.24456,79.5324,1.93594,79.5326,-24.3543,-4.49355,0.963078,24.7841,-24.5166,-0.95478,-83.3561,86.8919,0.038848,s20140923_130041_1978
19689915,459,0.493046,0.112785,-0.0167996,-0.032081,0.166454,-0.0448805,400.0,0.175358,-0.11342,0.4914,-3.89341,3.92593,79.091,54.4425,79.4586,-20.6181,-3.93363,0.148895,20.9906,572.549,83.8599,-91.2873,585.814,0.037215,s20140923_130041_1978
19689916,460,0.492721,0.114478,-0.0174346,-0.0320205,0.170864,-0.0788738,400.0,0.190895,0.15805,0.14285,-2.70518,2.71356,79.3857,67.9043,80.3436,-12.9033,-2.81635,-0.862668,13.2353,577.972,90.8455,-56.1426,587.756,0.035522,s20140923_130041_1978
19689917,461,0.492416,0.116183,-0.0183308,-0.02892,0.169311,-0.0989842,400.0,0.198243,0.281325,-0.3468,-1.87966,1.93198,80.3069,73.7133,81.6117,-9.05869,-2.11672,-0.973957,9.35356,171.932,61.8549,39.2383,186.886,0.033817,s20140923_130041_1978
19689918,462,0.492141,0.117851,-0.0194055,-0.026394,0.163928,-0.116467,400.0,0.202814,0.122705,-0.6659,-1.91569,2.03183,80.8533,77.2312,82.5224,-9.4647,-1.57926,-0.0779021,9.59587,-47.2122,70.2433,104.668,134.605,0.032149,s20140923_130041_1978
19689919,463,0.491879,0.119453,-0.0206713,-0.0264659,0.155993,-0.137298,400.0,0.209487,-0.15598,-0.95475,-1.9568,2.18288,80.3708,79.0893,82.7421,-10.0029,-0.711852,1.11941,10.0905,13.4034,107.946,118.09,160.553,0.030547,s20140923_130041_1978
19689920,464,0.491601,0.12096,-0.022143,-0.0295136,0.144833,-0.155603,400.0,0.214616,-0.446095,-1.32825,-1.4502,2.01651,78.4821,79.2601,82.0957,-9.19664,0.579669,2.2839,9.4937,47.5452,138.844,120.697,190.016,0.02904,s20140923_130041_1978
19689921,465,0.491279,0.122335,-0.023758,-0.0353878,0.129428,-0.166302,400.0,0.213683,-0.74698,-1.7755,-0.88155,2.11837,74.7081,77.9871,80.4674,-9.05203,2.06502,3.53335,9.93419,-49.3589,150.718,129.872,204.985,0.027665,s20140923_130041_1978
19689922,466,0.490883,0.123533,-0.0254565,-0.0444532,0.109323,-0.173234,400.0,0.209613,-1.05258,-2.20667,-0.577,2.51202,67.8722,75.608,77.7562,-10.1838,3.59403,4.88133,11.8513,-129.68,145.135,127.252,232.538,0.026467,s20140923_130041_1978
19689923,467,0.49038,0.124509,-0.027215,-0.0564394,0.0852947,-0.177842,400.0,0.205154,-1.27235,-2.59202,-0.32195,2.90535,56.5074,72.3928,74.0316,-11.6456,4.96773,6.07839,14.0444,-145.193,99.7386,99.9165,202.514,0.025491,s20140923_130041_1978
19689924,468,0.489749,0.125226,-0.0290041,-0.0699002,0.0574827,-0.179673,400.0,0.201178,-1.24563,-2.93742,0.019,3.19068,39.4323,68.7419,69.6683,-13.0877,5.5888,6.87966,15.8067,-164.881,41.9146,82.0196,188.864,0.024774,s20140923_130041_1978
19689925,469,0.488989,0.125648,-0.0307949,-0.081352,0.0265462,-0.177462,400.0,0.197017,-0.96107,-3.3105,0.63285,3.50479,18.0722,65.3724,65.6117,-14.9432,5.80602,7.71878,17.793,-362.345,83.3255,179.598,412.908,0.024352,s20140923_130041_1978
19689926,470,0.488135,0.125743,-0.0325259,-0.0891216,-0.00872733,-0.167016,400.0,0.189508,-0.720925,-4.2448,1.54495,4.57438,5.59292,61.9151,61.9476,-20.3346,7.25531,10.4716,23.9956,-737.834,194.808,391.288,857.587,0.024257,s20140923_130041_1978
19689927,471,0.48721,0.125425,-0.0341019,-0.0957705,-0.0583499,-0.146563,400.0,0.184547,-0.71302,-6.25808,2.53625,6.79003,31.3526,56.8377,58.7381,-29.6999,9.70217,15.5445,34.8977,-644.568,137.342,377.514,759.504,0.024575,s20140923_130041_1978
19689928,472,0.486216,0.124489,-0.0354244,-0.103382,-0.133889,-0.116291,400.0,0.205275,-0.780025,-8.96605,3.47984,9.64924,52.3266,48.3631,59.7597,-33.2259,10.0021,18.0219,39.0998,215.314,-128.669,-40.6657,254.105,0.025511,s20140923_130041_1978
19689929,473,0.485142,0.122654,-0.0363975,-0.111371,-0.237671,-0.0769663,400.0,0.273523,-0.61775,-11.0648,4.16707,11.8396,64.8925,34.6476,65.9727,-25.3936,7.12879,14.7312,30.2104,947.212,-312.54,-414.752,1080.24,0.027346,s20140923_130041_1978
19689930,474,0.484001,0.11969,-0.0369481,-0.115737,-0.355186,-0.0329497,400.0,0.375017,0.15215,-10.3642,4.04565,11.1269,71.9519,15.8914,72.024,-14.2817,3.75133,9.72686,17.6819,923.067,-268.986,-390.717,1037.82,0.03031,s20140923_130041_1978
19689931,475,0.482866,0.115642,-0.0370803,-0.108328,-0.444955,0.0039466,400.0,0.457969,1.42808,-6.6923,3.0123,7.47665,76.3171,2.08647,76.3176,-6.9323,1.74908,6.91689,9.94784,538.48,-139.074,-178.381,584.057,0.034358,s20140923_130041_1978
19689932,476,0.48188,0.110943,-0.0369143,-0.0871754,-0.489032,0.0272963,400.0,0.497491,2.48726,-3.05135,1.87348,4.35971,79.8926,17.3863,79.9079,-3.51207,0.969856,6.15924,7.15622,238.205,-50.4378,-46.9651,247.975,0.039057,s20140923_130041_1978
19689933,477,0.481147,0.105952,-0.0365651,-0.0585829,-0.505982,0.0414162,400.0,0.511043,2.9339,-0.9268,1.17674,3.29416,83.3957,35.2591,83.4175,-2.1682,0.74032,5.97759,6.40162,91.8201,-16.2569,-33.0453,98.9303,0.044048,s20140923_130041_1978
19689934,478,0.480713,0.100875,-0.0361017,-0.0284973,-0.507568,0.0508311,400.0,0.510902,2.82373,0.307,0.824605,2.95764,86.7865,60.7238,86.8025,-1.67567,0.644718,5.49833,5.78405,38.6479,-10.7966,-75.1036,85.1515,0.049125,s20140923_130041_1978
19689935,479,0.480565,0.0958318,-0.0355563,-0.00210835,-0.499842,0.0579083,400.0,0.50319,2.26444,1.11865,0.574355,2.59016,89.7583,87.9149,89.7599,-1.39524,0.524389,4.47552,4.7172,36.7263,-14.5052,-124.19,130.317,0.0541682,s20140923_130041_1978
19689936,480,0.480646,0.0909012,-0.0349524,0.0167914,-0.485195,0.0623182,400.0,0.489469,1.4315,1.7629,0.240315,2.28359,91.9821,105.08,91.9659,-0.941143,0.354614,3.01453,3.17787,61.4039,-17.3155,-154.282,166.953,0.0590988,s20140923_130041_1978
19689937,481,0.48087,0.0861478,-0.0343233,0.0265217,-0.464584,0.0627146,400.0,0.469547,0.543335,2.29425,-0.219935,2.36795,93.2673,112.923,93.238,-0.16716,0.178079,1.38988,1.41118,94.861,-15.8577,-159.348,186.123,0.0638522,s20140923_130041_1978
19689938,482,0.481148,0.0816251,-0.0337154,0.0276581,-0.43931,0.0579195,400.0,0.443974,-0.224165,2.6669,-0.76072,2.78232,93.6025,115.526,93.5716,0.956077,0.0374595,-0.172428,0.972223,128.393,-11.4194,-146.965,195.483,0.0683749,s20140923_130041_1978
19689939,483,0.481401,0.0773709,-0.0331837,0.0220384,-0.411246,0.0475002,400.001,0.414566,-0.780345,2.8612,-1.30744,3.24111,93.0675,114.89,93.0473,2.40069,-0.0503104,-1.54941,2.85771,157.148,-6.44828,-124.145,200.372,0.0726291,s20140923_130041_1978
19689940,484,0.481574,0.0734038,-0.0327831,0.0120512,-0.382086,0.0317707,400.002,0.383594,-1.10009,2.88765,-1.79263,3.57243,91.8065,110.773,91.8003,4.09903,-0.091506,-2.65532,4.88479,176.014,-3.05885,-92.6364,198.927,0.0765962,s20140923_130041_1978
19689941,485,0.481635,0.0697273,-0.0325629,3.65414e-05,-0.353493,0.0116475,400.006,0.353685,-1.20236,2.7411,-2.16979,3.69693,90.0059,90.1797,90.0059,5.92098,-0.111487,-3.40214,6.82971,175.555,-2.85228,-50.7849,182.775,0.0802727,s20140923_130041_1978
19689942,486,0.481575,0.0663261,-0.0325607,-0.011996,-0.327264,-0.011625,400.016,0.32769,-1.12527,2.4326,-2.41341,3.60671,87.9007,44.1002,87.9021,7.61014,-0.148552,-3.67102,8.4506,142.518,-6.37747,0.511422,142.661,0.0836739,s20140923_130041_1978
19689943,487,0.481401,0.0631693,-0.0328011,-0.0224689,-0.304841,-0.0366207,400.036,0.307854,-0.92212,2.00575,-2.50776,3.34099,85.7845,58.4685,85.8145,8.77134,-0.239037,-3.39191,9.40737,71.6071,-11.9144,50.6995,88.5436,0.0868307,s20140923_130041_1978
19689944,488,0.481134,0.0602135,-0.0332936,-0.0304384,-0.287149,-0.0617802,400.075,0.295293,-0.65919,1.51285,-2.45033,2.95421,83.9491,63.7711,84.0835,9.04228,-0.38684,-2.65703,9.43251,-28.0393,-15.0685,85.3107,91.0559,0.0897865,s20140923_130041_1978
19689945,489,0.480801,0.0574092,-0.0340324,-0.0356527,-0.274584,-0.0856273,400.142,0.289827,-0.3918,0.999,-2.22379,2.46916,82.602,67.3946,82.9339,8.21055,-0.540406,-1.6857,8.39921,-137.463,-11.382,96.7634,168.49,0.0925908,s20140923_130041_1978
19689946,490,0.480429,0.0547047,-0.0349955,-0.0382744,-0.267169,-0.106256,400.251,0.29006,-0.15517,0.50465,-1.78833,1.86464,81.8473,70.1905,82.4175,6.29302,-0.61448,-0.721761,6.36401,-222.82,-0.745582,84.8532,238.431,0.0952953,s20140923_130041_1978
19689947,491,0.480043,0.0520501,-0.0361392,-0.0387561,-0.264491,-0.121394,400.421,0.293588,0.01649,0.0785,-1.1831,1.18582,81.6637,72.2939,82.4143,3.75416,-0.555318,0.0113684,3.79502,-258.702,12.1354,57.7489,265.346,0.0979499,s20140923_130041_1978
19689948,492,0.479658,0.0494022,-0.0374013,-0.0379446,-0.265599,-0.129918,400.68,0.298096,0.111035,-0.24025,-0.48535,0.552823,81.8695,73.7187,82.687,1.11898,-0.371771,0.433216,1.25619,-263.197,22.0172,32.2775,266.082,0.100598,s20140923_130041_1978
19689949,493,0.479286,0.0467294,-0.0387131,-0.0365354,-0.269296,-0.131101,401.066,0.301733,0.162325,-0.43565,0.2999,0.553245,82.2738,74.4278,83.0453,-1.50979,-0.114973,0.656918,1.65052,-260.408,26.0907,18.9815,262.399,0.103271,s20140923_130041_1978
19689950,494,0.478929,0.0440119,-0.0399954,-0.0346981,-0.274312,-0.12392,401.635,0.302997,0.20766,-0.4976,1.13625,1.25769,82.7909,74.3575,83.4243,-4.08917,0.150043,0.812847,4.17188,-248.189,25.4164,13.1905,249.835,0.105988,s20140923_130041_1978
19689951,495,0.478593,0.0412435,-0.0411636,-0.0323822,-0.279248,-0.108376,402.46,0.301286,0.24779,-0.43035,1.92317,1.98625,83.3854,73.3641,83.8299,-6.47356,0.393354,0.920728,6.55053,-225.696,22.7342,8.96612,227.015,0.108756,s20140923_130041_1978
